Summary by Sample
Dataset Name:, C:\Elandata\Dataset\1403-11-29
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,BLANK FX
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Cd111,158,,,cps,0.211,,,ppm
Cs133,4.89e+003,,,cps,0.878,,,ppm
Co59,1.51e+005,,,cps,34.5,,,ppm
Pb208,2.33e+005,,,cps,75.9,,,ppm
Rb85,7.76e+004,,,cps,21.7,,,ppm
Se82,25.2,,,cps,0.544,,,ppm
Ag107,5.05e+003,,,cps,2.25,,,ppm
Te130,-26.4,,,cps,-0.159,,,ppm
Ta181,528,,,cps,4.01e-002,,,ppm
Tl205,694,,,cps,0.139,,,ppm
Ge74,-157,,,cps,-0.169,,,ppm
Hf180,1.89e+003,,,cps,1.32,,,ppm
Mo98,1.32e+003,,,cps,1.2,,,ppm
Nb93,9.76e+003,,,cps,1.08,,,ppm
Sb121,303,,,cps,0.258,,,ppm
Sn118,1.84e+003,,,cps,0.534,,,ppm
W184,398,,,cps,0.396,,,ppm
Zr90,1.06e+005,,,cps,42.5,,,ppm
As75,1.64e+004,,,cps,47.6,,,ppm
V51,2.02e+005,,,cps,105,,,ppm
Cr52,1.03e+006,,,cps,463,,,ppm
Ni60,1.49e+005,,,cps,204,,,ppm
Cu63,1.31e+005,,,cps,81.1,,,ppm
Zn66,3.44e+004,,,cps,82.2,,,ppm
Th232,5.94e+003,,,cps,1.65,,,ppm
Sc45,1.96e+005,,,cps,52.8,,,ppm
Y89,8.54e+004,,,cps,19.4,,,ppm
La139,3.87e+004,,,cps,8.96,,,ppm
Ce140,6.77e+004,,,cps,18.,,,ppm
Pr141,1.27e+004,,,cps,2.86,,,ppm
Nd142,1.37e+004,,,cps,11.4,,,ppm
Sm152,4.31e+003,,,cps,3.37,,,ppm
Eu153,2.7e+003,,,cps,1.12,,,ppm
Gd158,5.1e+003,,,cps,4.28,,,ppm
Tb159,2.71e+003,,,cps,0.597,,,ppm
Dy164,4.14e+003,,,cps,3.33,,,ppm
Ho165,2.91e+003,,,cps,0.669,,,ppm
Er166,3.e+003,,,cps,2.01,,,ppm
Tm169,1.24e+003,,,cps,0.275,,,ppm
Yb174,2.83e+003,,,cps,1.87,,,ppm
Lu175,1.18e+003,,,cps,0.292,,,ppm
U238,1.58e+003,,,cps,0.43,,,ppm
Ga69,5.07e+004,,,cps,11.5,,,ppm
Sample ID:,2613-189
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,139,,,cps,0.352,,,ppm
Bi209,210,,,cps,5.5e-002,,,ppm
Cd111,143,,,cps,0.189,,,ppm
Cs133,4.95e+003,,,cps,0.881,,,ppm
Co59,1.37e+005,,,cps,31.1,,,ppm
Pb208,1.67e+005,,,cps,53.9,,,ppm
Rb85,6.07e+004,,,cps,16.8,,,ppm
Se82,57.2,,,cps,1.22,,,ppm
Ag107,1.37e+004,,,cps,6.06,,,ppm
Te130,-29.1,,,cps,-0.174,,,ppm
Ta181,608,,,cps,4.58e-002,,,ppm
Tl205,524,,,cps,0.104,,,ppm
Ge74,-82.1,,,cps,-8.74e-002,,,ppm
Hf180,1.7e+003,,,cps,1.18,,,ppm
Mo98,1.36e+003,,,cps,1.22,,,ppm
Nb93,1.09e+004,,,cps,1.19,,,ppm
Sb121,396,,,cps,0.333,,,ppm
Sn118,1.67e+003,,,cps,0.479,,,ppm
W184,473,,,cps,0.466,,,ppm
Zr90,1.02e+005,,,cps,40.6,,,ppm
As75,1.89e+004,,,cps,54.5,,,ppm
V51,4.99e+005,,,cps,258,,,ppm
Cr52,5.53e+005,,,cps,245,,,ppm
Ni60,7.71e+004,,,cps,105,,,ppm
Cu63,1.12e+005,,,cps,69.,,,ppm
Zn66,2.94e+004,,,cps,69.4,,,ppm
Th232,5.53e+003,,,cps,1.53,,,ppm
Sc45,1.55e+005,,,cps,41.3,,,ppm
Y89,7.08e+004,,,cps,15.9,,,ppm
La139,3.6e+004,,,cps,8.26,,,ppm
Ce140,5.83e+004,,,cps,15.4,,,ppm
Pr141,1.02e+004,,,cps,2.27,,,ppm
Nd142,1.06e+004,,,cps,8.64,,,ppm
Sm152,3.17e+003,,,cps,2.45,,,ppm
Eu153,2.29e+003,,,cps,0.94,,,ppm
Gd158,4.08e+003,,,cps,3.39,,,ppm
Tb159,2.2e+003,,,cps,0.479,,,ppm
Dy164,3.5e+003,,,cps,2.79,,,ppm
Ho165,2.49e+003,,,cps,0.567,,,ppm
Er166,2.48e+003,,,cps,1.65,,,ppm
Tm169,1.e+003,,,cps,0.22,,,ppm
Yb174,2.39e+003,,,cps,1.56,,,ppm
Lu175,985,,,cps,0.241,,,ppm
U238,1.36e+003,,,cps,0.367,,,ppm
Ga69,5.01e+004,,,cps,11.2,,,ppm
Sample ID:,2613-190
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,216,,,cps,0.558,,,ppm
Bi209,258,,,cps,6.88e-002,,,ppm
Cd111,137,,,cps,0.184,,,ppm
Cs133,5.39e+003,,,cps,0.978,,,ppm
Co59,1.42e+005,,,cps,32.8,,,ppm
Pb208,2.21e+005,,,cps,72.6,,,ppm
Rb85,9.75e+004,,,cps,27.6,,,ppm
Se82,-8.62,,,cps,-0.188,,,ppm
Ag107,4.22e+003,,,cps,1.9,,,ppm
Te130,-7.83,,,cps,-4.77e-002,,,ppm
Ta181,457,,,cps,3.5e-002,,,ppm
Tl205,722,,,cps,0.146,,,ppm
Ge74,-141,,,cps,-0.153,,,ppm
Hf180,1.93e+003,,,cps,1.36,,,ppm
Mo98,1.53e+003,,,cps,1.4,,,ppm
Nb93,1.11e+004,,,cps,1.24,,,ppm
Sb121,282,,,cps,0.242,,,ppm
Sn118,1.92e+003,,,cps,0.562,,,ppm
W184,471,,,cps,0.473,,,ppm
Zr90,1.13e+005,,,cps,45.9,,,ppm
As75,1.8e+004,,,cps,52.8,,,ppm
V51,4.91e+005,,,cps,258,,,ppm
Cr52,8.78e+005,,,cps,397,,,ppm
Ni60,1.02e+005,,,cps,142,,,ppm
Cu63,1.74e+005,,,cps,109,,,ppm
Zn66,3.47e+004,,,cps,83.7,,,ppm
Th232,6.97e+003,,,cps,1.96,,,ppm
Sc45,1.8e+005,,,cps,49.,,,ppm
Y89,7.69e+004,,,cps,17.6,,,ppm
La139,4.66e+004,,,cps,10.9,,,ppm
Ce140,7.77e+004,,,cps,20.9,,,ppm
Pr141,1.35e+004,,,cps,3.08,,,ppm
Nd142,1.41e+004,,,cps,11.7,,,ppm
Sm152,4.01e+003,,,cps,3.16,,,ppm
Eu153,2.62e+003,,,cps,1.1,,,ppm
Gd158,5.12e+003,,,cps,4.34,,,ppm
Tb159,2.55e+003,,,cps,0.568,,,ppm
Dy164,4.06e+003,,,cps,3.3,,,ppm
Ho165,2.7e+003,,,cps,0.626,,,ppm
Er166,2.81e+003,,,cps,1.9,,,ppm
Tm169,1.18e+003,,,cps,0.263,,,ppm
Yb174,2.45e+003,,,cps,1.64,,,ppm
Lu175,1.07e+003,,,cps,0.268,,,ppm
U238,2.12e+003,,,cps,0.582,,,ppm
Ga69,5.32e+004,,,cps,12.1,,,ppm
Sample ID:,2613-191
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,187,,,cps,0.483,,,ppm
Bi209,364,,,cps,9.7e-002,,,ppm
Cd111,182,,,cps,0.245,,,ppm
Cs133,6.24e+003,,,cps,1.13,,,ppm
Co59,1.16e+005,,,cps,26.7,,,ppm
Pb208,2.29e+005,,,cps,75.3,,,ppm
Rb85,7.33e+004,,,cps,20.7,,,ppm
Se82,-2.42,,,cps,-5.28e-002,,,ppm
Ag107,6.59e+003,,,cps,2.97,,,ppm
Te130,-97.1,,,cps,-0.592,,,ppm
Ta181,570,,,cps,4.37e-002,,,ppm
Tl205,735,,,cps,0.149,,,ppm
Ge74,-475,,,cps,-0.516,,,ppm
Hf180,1.74e+003,,,cps,1.23,,,ppm
Mo98,1.25e+003,,,cps,1.15,,,ppm
Nb93,1.19e+004,,,cps,1.33,,,ppm
Sb121,335,,,cps,0.288,,,ppm
Sn118,1.63e+003,,,cps,0.479,,,ppm
W184,475,,,cps,0.477,,,ppm
Zr90,1.01e+005,,,cps,41.,,,ppm
As75,2.61e+004,,,cps,76.7,,,ppm
V51,3.58e+005,,,cps,188,,,ppm
Cr52,7.26e+005,,,cps,329,,,ppm
Ni60,8.1e+004,,,cps,112,,,ppm
Cu63,1.32e+005,,,cps,82.9,,,ppm
Zn66,2.55e+004,,,cps,61.5,,,ppm
Th232,6.41e+003,,,cps,1.8,,,ppm
Sc45,1.17e+005,,,cps,31.7,,,ppm
Y89,6.23e+004,,,cps,14.3,,,ppm
La139,3.95e+004,,,cps,9.24,,,ppm
Ce140,6.35e+004,,,cps,17.1,,,ppm
Pr141,1.08e+004,,,cps,2.45,,,ppm
Nd142,1.17e+004,,,cps,9.77,,,ppm
Sm152,3.46e+003,,,cps,2.73,,,ppm
Eu153,2.41e+003,,,cps,1.01,,,ppm
Gd158,4.21e+003,,,cps,3.56,,,ppm
Tb159,2.22e+003,,,cps,0.494,,,ppm
Dy164,3.37e+003,,,cps,2.74,,,ppm
Ho165,2.22e+003,,,cps,0.514,,,ppm
Er166,2.36e+003,,,cps,1.59,,,ppm
Tm169,1.01e+003,,,cps,0.226,,,ppm
Yb174,2.18e+003,,,cps,1.45,,,ppm
Lu175,965,,,cps,0.241,,,ppm
U238,1.63e+003,,,cps,0.448,,,ppm
Ga69,4.86e+004,,,cps,11.1,,,ppm
Sample ID:,2613-192
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,174,,,cps,0.454,,,ppm
Bi209,250,,,cps,6.73e-002,,,ppm
Cd111,115,,,cps,0.156,,,ppm
Cs133,3.36e+003,,,cps,0.615,,,ppm
Co59,1.23e+005,,,cps,28.6,,,ppm
Pb208,2.12e+005,,,cps,70.1,,,ppm
Rb85,5.68e+004,,,cps,16.2,,,ppm
Se82,54.8,,,cps,1.21,,,ppm
Ag107,4.14e+003,,,cps,1.88,,,ppm
Te130,-24.4,,,cps,-0.15,,,ppm
Ta181,382,,,cps,2.96e-002,,,ppm
Tl205,510,,,cps,0.104,,,ppm
Ge74,-503,,,cps,-0.552,,,ppm
Hf180,1.48e+003,,,cps,1.05,,,ppm
Mo98,1.11e+003,,,cps,1.03,,,ppm
Nb93,7.29e+003,,,cps,0.822,,,ppm
Sb121,209,,,cps,0.182,,,ppm
Sn118,1.29e+003,,,cps,0.381,,,ppm
W184,363,,,cps,0.368,,,ppm
Zr90,8.4e+004,,,cps,34.5,,,ppm
As75,2.98e+004,,,cps,88.5,,,ppm
V51,2.66e+005,,,cps,141,,,ppm
Cr52,8.32e+005,,,cps,380,,,ppm
Ni60,9.74e+004,,,cps,136,,,ppm
Cu63,9.46e+004,,,cps,59.9,,,ppm
Zn66,2.57e+004,,,cps,62.6,,,ppm
Th232,3.84e+003,,,cps,1.09,,,ppm
Sc45,1.82e+005,,,cps,49.8,,,ppm
Y89,6.74e+004,,,cps,15.6,,,ppm
La139,2.86e+004,,,cps,6.75,,,ppm
Ce140,4.87e+004,,,cps,13.2,,,ppm
Pr141,9.41e+003,,,cps,2.16,,,ppm
Nd142,1.02e+004,,,cps,8.6,,,ppm
Sm152,3.25e+003,,,cps,2.59,,,ppm
Eu153,2.33e+003,,,cps,0.985,,,ppm
Gd158,3.9e+003,,,cps,3.34,,,ppm
Tb159,2.17e+003,,,cps,0.486,,,ppm
Dy164,3.61e+003,,,cps,2.97,,,ppm
Ho165,2.49e+003,,,cps,0.584,,,ppm
Er166,2.42e+003,,,cps,1.65,,,ppm
Tm169,1.05e+003,,,cps,0.237,,,ppm
Yb174,2.28e+003,,,cps,1.54,,,ppm
Lu175,1.05e+003,,,cps,0.264,,,ppm
U238,1.01e+003,,,cps,0.281,,,ppm
Ga69,4.18e+004,,,cps,9.64,,,ppm
Sample ID:,2613-193
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,129,,,cps,0.34,,,ppm
Bi209,170,,,cps,4.62e-002,,,ppm
Cd111,144,,,cps,0.198,,,ppm
Cs133,5.18e+003,,,cps,0.958,,,ppm
Co59,1.14e+005,,,cps,27.,,,ppm
Pb208,2.37e+005,,,cps,79.4,,,ppm
Rb85,5.73e+004,,,cps,16.5,,,ppm
Se82,-80.9,,,cps,-1.8,,,ppm
Ag107,3.41e+003,,,cps,1.57,,,ppm
Te130,0.124,,,cps,7.7e-004,,,ppm
Ta181,374,,,cps,2.93e-002,,,ppm
Tl205,633,,,cps,0.131,,,ppm
Ge74,-284,,,cps,-0.315,,,ppm
Hf180,1.43e+003,,,cps,1.03,,,ppm
Mo98,1.17e+003,,,cps,1.09,,,ppm
Nb93,7.57e+003,,,cps,0.862,,,ppm
Sb121,284,,,cps,0.249,,,ppm
Sn118,1.76e+003,,,cps,0.527,,,ppm
W184,622,,,cps,0.637,,,ppm
Zr90,8.31e+004,,,cps,34.4,,,ppm
As75,1.96e+004,,,cps,58.7,,,ppm
V51,3.31e+005,,,cps,178,,,ppm
Cr52,8.e+005,,,cps,369,,,ppm
Ni60,6.66e+004,,,cps,94.3,,,ppm
Cu63,8.08e+004,,,cps,51.7,,,ppm
Zn66,2.61e+004,,,cps,64.1,,,ppm
Th232,4.21e+003,,,cps,1.21,,,ppm
Sc45,1.45e+005,,,cps,40.2,,,ppm
Y89,6.28e+004,,,cps,14.7,,,ppm
La139,2.7e+004,,,cps,6.43,,,ppm
Ce140,4.46e+004,,,cps,12.2,,,ppm
Pr141,8.19e+003,,,cps,1.9,,,ppm
Nd142,8.93e+003,,,cps,7.6,,,ppm
Sm152,2.78e+003,,,cps,2.24,,,ppm
Eu153,1.93e+003,,,cps,0.825,,,ppm
Gd158,3.3e+003,,,cps,2.85,,,ppm
Tb159,1.8e+003,,,cps,0.408,,,ppm
Dy164,3.01e+003,,,cps,2.5,,,ppm
Ho165,2.27e+003,,,cps,0.537,,,ppm
Er166,2.21e+003,,,cps,1.52,,,ppm
Tm169,1.01e+003,,,cps,0.231,,,ppm
Yb174,2.2e+003,,,cps,1.5,,,ppm
Lu175,847,,,cps,0.216,,,ppm
U238,1.13e+003,,,cps,0.316,,,ppm
Ga69,5.04e+004,,,cps,11.7,,,ppm
Sample ID:,2613-194
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,84.,,,cps,0.212,,,ppm
Bi209,155,,,cps,4.04e-002,,,ppm
Cd111,129,,,cps,0.17,,,ppm
Cs133,4.62e+003,,,cps,0.818,,,ppm
Co59,1.42e+005,,,cps,32.1,,,ppm
Pb208,1.93e+005,,,cps,62.,,,ppm
Rb85,4.39e+004,,,cps,12.1,,,ppm
Se82,28.7,,,cps,0.611,,,ppm
Ag107,1.18e+004,,,cps,5.19,,,ppm
Te130,-16.8,,,cps,-0.1,,,ppm
Ta181,565,,,cps,4.23e-002,,,ppm
Tl205,587,,,cps,0.116,,,ppm
Ge74,-147,,,cps,-0.156,,,ppm
Hf180,1.4e+003,,,cps,0.963,,,ppm
Mo98,1.1e+003,,,cps,0.985,,,ppm
Nb93,8.82e+003,,,cps,0.961,,,ppm
Sb121,291,,,cps,0.244,,,ppm
Sn118,1.18e+003,,,cps,0.339,,,ppm
W184,324,,,cps,0.318,,,ppm
Zr90,7.76e+004,,,cps,30.8,,,ppm
As75,1.77e+004,,,cps,50.8,,,ppm
V51,3.72e+005,,,cps,191,,,ppm
Cr52,8.23e+005,,,cps,363,,,ppm
Ni60,7.18e+004,,,cps,97.2,,,ppm
Cu63,9.03e+004,,,cps,55.3,,,ppm
Zn66,2.55e+004,,,cps,60.,,,ppm
Th232,3.3e+003,,,cps,0.906,,,ppm
Sc45,1.65e+005,,,cps,43.8,,,ppm
Y89,6.04e+004,,,cps,13.5,,,ppm
La139,2.49e+004,,,cps,5.69,,,ppm
Ce140,3.81e+004,,,cps,9.99,,,ppm
Pr141,7.38e+003,,,cps,1.64,,,ppm
Nd142,7.52e+003,,,cps,6.13,,,ppm
Sm152,2.36e+003,,,cps,1.81,,,ppm
Eu153,1.73e+003,,,cps,0.708,,,ppm
Gd158,3.02e+003,,,cps,2.49,,,ppm
Tb159,1.88e+003,,,cps,0.409,,,ppm
Dy164,2.95e+003,,,cps,2.34,,,ppm
Ho165,2.12e+003,,,cps,0.479,,,ppm
Er166,2.21e+003,,,cps,1.46,,,ppm
Tm169,934,,,cps,0.204,,,ppm
Yb174,2.15e+003,,,cps,1.4,,,ppm
Lu175,914,,,cps,0.223,,,ppm
U238,964,,,cps,0.259,,,ppm
Ga69,3.99e+004,,,cps,8.88,,,ppm
Sample ID:,2613-195
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,103,,,cps,0.271,,,ppm
Bi209,152,,,cps,4.13e-002,,,ppm
Cd111,154,,,cps,0.211,,,ppm
Cs133,4.67e+003,,,cps,0.864,,,ppm
Co59,1.12e+005,,,cps,26.4,,,ppm
Pb208,2.05e+005,,,cps,68.5,,,ppm
Rb85,5.28e+004,,,cps,15.2,,,ppm
Se82,-171,,,cps,-3.81,,,ppm
Ag107,4.54e+003,,,cps,2.09,,,ppm
Te130,-48.,,,cps,-0.298,,,ppm
Ta181,293,,,cps,2.29e-002,,,ppm
Tl205,650,,,cps,0.134,,,ppm
Ge74,-168,,,cps,-0.186,,,ppm
Hf180,1.47e+003,,,cps,1.06,,,ppm
Mo98,1.15e+003,,,cps,1.07,,,ppm
Nb93,6.14e+003,,,cps,0.699,,,ppm
Sb121,289,,,cps,0.254,,,ppm
Sn118,1.54e+003,,,cps,0.462,,,ppm
W184,344,,,cps,0.353,,,ppm
Zr90,8.46e+004,,,cps,35.1,,,ppm
As75,1.49e+004,,,cps,44.7,,,ppm
V51,4.61e+005,,,cps,248,,,ppm
Cr52,5.21e+005,,,cps,240,,,ppm
Ni60,6.82e+004,,,cps,96.5,,,ppm
Cu63,7.74e+004,,,cps,49.6,,,ppm
Zn66,2.52e+004,,,cps,62.1,,,ppm
Th232,3.92e+003,,,cps,1.13,,,ppm
Sc45,1.49e+005,,,cps,41.3,,,ppm
Y89,6.41e+004,,,cps,15.,,,ppm
La139,2.78e+004,,,cps,6.64,,,ppm
Ce140,4.34e+004,,,cps,11.9,,,ppm
Pr141,8.13e+003,,,cps,1.88,,,ppm
Nd142,8.41e+003,,,cps,7.16,,,ppm
Sm152,2.66e+003,,,cps,2.14,,,ppm
Eu153,1.88e+003,,,cps,0.804,,,ppm
Gd158,3.4e+003,,,cps,2.93,,,ppm
Tb159,1.91e+003,,,cps,0.434,,,ppm
Dy164,3.04e+003,,,cps,2.52,,,ppm
Ho165,2.18e+003,,,cps,0.516,,,ppm
Er166,2.38e+003,,,cps,1.64,,,ppm
Tm169,1.07e+003,,,cps,0.243,,,ppm
Yb174,2.31e+003,,,cps,1.57,,,ppm
Lu175,937,,,cps,0.239,,,ppm
U238,1.03e+003,,,cps,0.289,,,ppm
Ga69,4.49e+004,,,cps,10.4,,,ppm
Sample ID:,2613-196
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,105,,,cps,0.271,,,ppm
Bi209,150,,,cps,4.e-002,,,ppm
Cd111,132,,,cps,0.177,,,ppm
Cs133,4.06e+003,,,cps,0.737,,,ppm
Co59,1.35e+005,,,cps,31.2,,,ppm
Pb208,1.83e+005,,,cps,60.2,,,ppm
Rb85,3.83e+004,,,cps,10.9,,,ppm
Se82,77.,,,cps,1.68,,,ppm
Ag107,1.19e+004,,,cps,5.34,,,ppm
Te130,-20.1,,,cps,-0.122,,,ppm
Ta181,310,,,cps,2.38e-002,,,ppm
Tl205,553,,,cps,0.112,,,ppm
Ge74,-139,,,cps,-0.151,,,ppm
Hf180,1.27e+003,,,cps,0.899,,,ppm
Mo98,1.16e+003,,,cps,1.06,,,ppm
Nb93,5.34e+003,,,cps,0.596,,,ppm
Sb121,261,,,cps,0.224,,,ppm
Sn118,1.92e+003,,,cps,0.564,,,ppm
W184,300,,,cps,0.301,,,ppm
Zr90,6.95e+004,,,cps,28.3,,,ppm
As75,1.66e+004,,,cps,48.8,,,ppm
V51,3.44e+005,,,cps,181,,,ppm
Cr52,7.88e+005,,,cps,357,,,ppm
Ni60,1.18e+005,,,cps,163,,,ppm
Cu63,8.14e+004,,,cps,51.1,,,ppm
Zn66,2.4e+004,,,cps,57.9,,,ppm
Th232,2.84e+003,,,cps,0.798,,,ppm
Sc45,1.6e+005,,,cps,43.4,,,ppm
Y89,5.56e+004,,,cps,12.8,,,ppm
La139,2.31e+004,,,cps,5.41,,,ppm
Ce140,3.5e+004,,,cps,9.39,,,ppm
Pr141,7.5e+003,,,cps,1.7,,,ppm
Nd142,7.22e+003,,,cps,6.03,,,ppm
Sm152,2.3e+003,,,cps,1.81,,,ppm
Eu153,1.6e+003,,,cps,0.672,,,ppm
Gd158,2.99e+003,,,cps,2.54,,,ppm
Tb159,1.75e+003,,,cps,0.389,,,ppm
Dy164,2.72e+003,,,cps,2.22,,,ppm
Ho165,2.03e+003,,,cps,0.471,,,ppm
Er166,2.e+003,,,cps,1.35,,,ppm
Tm169,819,,,cps,0.183,,,ppm
Yb174,1.98e+003,,,cps,1.32,,,ppm
Lu175,873,,,cps,0.218,,,ppm
U238,862,,,cps,0.237,,,ppm
Ga69,3.57e+004,,,cps,8.15,,,ppm
Sample ID:,2613-197
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,106,,,cps,0.271,,,ppm
Bi209,8.07e+003,,,cps,2.13,,,ppm
Cd111,191,,,cps,0.254,,,ppm
Cs133,4.85e+003,,,cps,0.872,,,ppm
Co59,1.14e+005,,,cps,26.,,,ppm
Pb208,1.94e+005,,,cps,63.2,,,ppm
Rb85,5.5e+004,,,cps,15.4,,,ppm
Se82,7.33,,,cps,0.158,,,ppm
Ag107,5.68e+003,,,cps,2.54,,,ppm
Te130,-117,,,cps,-0.708,,,ppm
Ta181,368,,,cps,2.79e-002,,,ppm
Tl205,583,,,cps,0.117,,,ppm
Ge74,-146,,,cps,-0.157,,,ppm
Hf180,3.82e+003,,,cps,2.67,,,ppm
Mo98,1.16e+003,,,cps,1.05,,,ppm
Nb93,8.08e+003,,,cps,0.893,,,ppm
Sb121,319,,,cps,0.271,,,ppm
Sn118,1.25e+003,,,cps,0.364,,,ppm
W184,353,,,cps,0.351,,,ppm
Zr90,2.7e+005,,,cps,109,,,ppm
As75,2.e+004,,,cps,58.1,,,ppm
V51,3.6e+005,,,cps,188,,,ppm
Cr52,7.52e+005,,,cps,337,,,ppm
Ni60,6.07e+004,,,cps,83.4,,,ppm
Cu63,8.11e+004,,,cps,50.4,,,ppm
Zn66,2.42e+004,,,cps,57.8,,,ppm
Th232,4.29e+003,,,cps,1.19,,,ppm
Sc45,1.34e+005,,,cps,36.,,,ppm
Y89,7.26e+004,,,cps,16.5,,,ppm
La139,1.25e+005,,,cps,28.8,,,ppm
Ce140,4.78e+005,,,cps,127,,,ppm
Pr141,2.62e+004,,,cps,5.9,,,ppm
Nd142,1.43e+004,,,cps,11.8,,,ppm
Sm152,3.56e+003,,,cps,2.78,,,ppm
Eu153,2.19e+003,,,cps,0.907,,,ppm
Gd158,9.41e+003,,,cps,7.9,,,ppm
Tb159,2.26e+003,,,cps,0.497,,,ppm
Dy164,2.92e+003,,,cps,2.35,,,ppm
Ho165,2.08e+003,,,cps,0.477,,,ppm
Er166,2.04e+003,,,cps,1.37,,,ppm
Tm169,927,,,cps,0.205,,,ppm
Yb174,1.98e+003,,,cps,1.31,,,ppm
Lu175,869,,,cps,0.215,,,ppm
U238,1.04e+003,,,cps,0.283,,,ppm
Ga69,5.26e+004,,,cps,11.9,,,ppm
Sample ID:,2613-198
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,139,,,cps,0.352,,,ppm
Bi209,287,,,cps,7.5e-002,,,ppm
Cd111,125,,,cps,0.166,,,ppm
Cs133,4.91e+003,,,cps,0.872,,,ppm
Co59,1.16e+005,,,cps,26.3,,,ppm
Pb208,1.8e+005,,,cps,57.9,,,ppm
Rb85,6.34e+004,,,cps,17.6,,,ppm
Se82,-74.6,,,cps,-1.6,,,ppm
Ag107,6.05e+003,,,cps,2.67,,,ppm
Te130,-51.7,,,cps,-0.309,,,ppm
Ta181,406,,,cps,3.05e-002,,,ppm
Tl205,599,,,cps,0.119,,,ppm
Ge74,-198,,,cps,-0.211,,,ppm
Hf180,1.67e+003,,,cps,1.15,,,ppm
Mo98,1.08e+003,,,cps,0.972,,,ppm
Nb93,8.55e+003,,,cps,0.936,,,ppm
Sb121,255,,,cps,0.215,,,ppm
Sn118,2.41e+003,,,cps,0.694,,,ppm
W184,334,,,cps,0.329,,,ppm
Zr90,1.e+005,,,cps,39.9,,,ppm
As75,1.96e+004,,,cps,56.5,,,ppm
V51,5.37e+005,,,cps,278,,,ppm
Cr52,5.49e+005,,,cps,243,,,ppm
Ni60,6.14e+004,,,cps,83.5,,,ppm
Cu63,1.34e+005,,,cps,82.4,,,ppm
Zn66,2.7e+004,,,cps,63.9,,,ppm
Th232,5.05e+003,,,cps,1.39,,,ppm
Sc45,1.2e+005,,,cps,32.,,,ppm
Y89,5.89e+004,,,cps,13.3,,,ppm
La139,4.8e+004,,,cps,11.,,,ppm
Ce140,1.07e+005,,,cps,28.3,,,ppm
Pr141,1.24e+004,,,cps,2.76,,,ppm
Nd142,1.14e+004,,,cps,9.33,,,ppm
Sm152,3.58e+003,,,cps,2.77,,,ppm
Eu153,2.65e+003,,,cps,1.09,,,ppm
Gd158,4.81e+003,,,cps,4.,,,ppm
Tb159,2.12e+003,,,cps,0.461,,,ppm
Dy164,2.91e+003,,,cps,2.32,,,ppm
Ho165,2.03e+003,,,cps,0.461,,,ppm
Er166,2.06e+003,,,cps,1.37,,,ppm
Tm169,810,,,cps,0.178,,,ppm
Yb174,1.9e+003,,,cps,1.25,,,ppm
Lu175,824,,,cps,0.202,,,ppm
U238,1.37e+003,,,cps,0.37,,,ppm
Ga69,5.87e+004,,,cps,13.1,,,ppm
Sample ID:,2613-199
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,113,,,cps,0.292,,,ppm
Bi209,180,,,cps,4.8e-002,,,ppm
Cd111,117,,,cps,0.157,,,ppm
Cs133,3.59e+003,,,cps,0.651,,,ppm
Co59,1.03e+005,,,cps,23.8,,,ppm
Pb208,2.11e+005,,,cps,69.3,,,ppm
Rb85,4.12e+004,,,cps,11.7,,,ppm
Se82,13.5,,,cps,0.294,,,ppm
Ag107,3.39e+003,,,cps,1.53,,,ppm
Te130,38.3,,,cps,0.233,,,ppm
Ta181,392,,,cps,3.e-002,,,ppm
Tl205,620,,,cps,0.126,,,ppm
Ge74,-188,,,cps,-0.204,,,ppm
Hf180,1.43e+003,,,cps,1.01,,,ppm
Mo98,1.e+003,,,cps,0.918,,,ppm
Nb93,6.81e+003,,,cps,0.76,,,ppm
Sb121,236,,,cps,0.203,,,ppm
Sn118,1.14e+003,,,cps,0.334,,,ppm
W184,392,,,cps,0.393,,,ppm
Zr90,7.78e+004,,,cps,31.6,,,ppm
As75,1.45e+004,,,cps,42.5,,,ppm
V51,4.12e+005,,,cps,217,,,ppm
Cr52,4.68e+005,,,cps,212,,,ppm
Ni60,5.32e+004,,,cps,73.9,,,ppm
Cu63,7.37e+004,,,cps,46.3,,,ppm
Zn66,2.26e+004,,,cps,54.4,,,ppm
Th232,3.83e+003,,,cps,1.08,,,ppm
Sc45,1.32e+005,,,cps,35.9,,,ppm
Y89,5.72e+004,,,cps,13.1,,,ppm
La139,2.86e+004,,,cps,6.68,,,ppm
