Summary by Sample
Dataset Name:, C:\Elandata\Dataset\1403-11-29
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,BLANK FX
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Pr141,6.43e+003,,,cps,1.43,,,ppm
Nd142,6.53e+003,,,cps,5.34,,,ppm
Sm152,2.4e+003,,,cps,1.86,,,ppm
Eu153,2.04e+003,,,cps,0.837,,,ppm
Gd158,2.8e+003,,,cps,2.33,,,ppm
Tb159,1.29e+003,,,cps,0.28,,,ppm
Dy164,1.7e+003,,,cps,1.35,,,ppm
Ho165,1.11e+003,,,cps,0.253,,,ppm
Er166,1.19e+003,,,cps,0.792,,,ppm
Tm169,495,,,cps,0.109,,,ppm
Yb174,1.14e+003,,,cps,0.746,,,ppm
Lu175,466,,,cps,0.114,,,ppm
U238,827,,,cps,0.223,,,ppm
Ga69,4.92e+004,,,cps,11.,,,ppm
Sample ID:,2613-234
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,63.,,,cps,0.162,,,ppm
Bi209,130,,,cps,3.44e-002,,,ppm
Cd111,72.6,,,cps,9.74e-002,,,ppm
Cs133,3.08e+003,,,cps,0.556,,,ppm
Co59,6.01e+004,,,cps,13.8,,,ppm
Pb208,1.31e+005,,,cps,42.7,,,ppm
Rb85,4.53e+004,,,cps,12.8,,,ppm
Se82,-10.7,,,cps,-0.233,,,ppm
Ag107,1.08e+005,,,cps,48.3,,,ppm
Te130,-40.4,,,cps,-0.245,,,ppm
Ta181,264,,,cps,2.02e-002,,,ppm
Tl205,400,,,cps,8.06e-002,,,ppm
Ge74,-463,,,cps,-0.5,,,ppm
Hf180,690,,,cps,0.485,,,ppm
Mo98,484,,,cps,0.441,,,ppm
Nb93,5.91e+003,,,cps,0.657,,,ppm
Sb121,176,,,cps,0.15,,,ppm
Sn118,776,,,cps,0.226,,,ppm
W184,176,,,cps,0.176,,,ppm
Zr90,4.02e+004,,,cps,16.3,,,ppm
As75,2.71e+004,,,cps,79.2,,,ppm
V51,2.8e+005,,,cps,147,,,ppm
Cr52,4.11e+005,,,cps,185,,,ppm
Ni60,4.2e+004,,,cps,58.,,,ppm
Cu63,6.25e+004,,,cps,39.,,,ppm
Zn66,1.62e+004,,,cps,38.8,,,ppm
Th232,2.83e+003,,,cps,0.792,,,ppm
Sc45,5.12e+004,,,cps,13.8,,,ppm
Y89,2.73e+004,,,cps,6.23,,,ppm
La139,2.1e+004,,,cps,4.89,,,ppm
Ce140,3.07e+004,,,cps,8.22,,,ppm
Pr141,5.91e+003,,,cps,1.33,,,ppm
Nd142,6.15e+003,,,cps,5.11,,,ppm
Sm152,2.34e+003,,,cps,1.84,,,ppm
Eu153,1.94e+003,,,cps,0.807,,,ppm
Gd158,2.59e+003,,,cps,2.18,,,ppm
Tb159,1.23e+003,,,cps,0.273,,,ppm
Dy164,1.6e+003,,,cps,1.3,,,ppm
Ho165,1.05e+003,,,cps,0.242,,,ppm
Er166,1.15e+003,,,cps,0.774,,,ppm
Tm169,407,,,cps,9.07e-002,,,ppm
Yb174,1.07e+003,,,cps,0.711,,,ppm
Lu175,460,,,cps,0.114,,,ppm
U238,702,,,cps,0.192,,,ppm
Ga69,4.36e+004,,,cps,9.91,,,ppm
Sample ID:,2613-235
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,48.,,,cps,0.124,,,ppm
Bi209,195,,,cps,5.21e-002,,,ppm
Cd111,88.4,,,cps,0.119,,,ppm
Cs133,2.63e+003,,,cps,0.476,,,ppm
Co59,5.35e+004,,,cps,12.4,,,ppm
Pb208,8.41e+004,,,cps,27.6,,,ppm
Rb85,4.04e+004,,,cps,11.4,,,ppm
Se82,-59.4,,,cps,-1.3,,,ppm
Ag107,3.14e+003,,,cps,1.41,,,ppm
Te130,-21.5,,,cps,-0.131,,,ppm
Ta181,211,,,cps,1.62e-002,,,ppm
Tl205,311,,,cps,6.29e-002,,,ppm
Ge74,-553,,,cps,-0.601,,,ppm
Hf180,619,,,cps,0.437,,,ppm
Mo98,532,,,cps,0.487,,,ppm
Nb93,5.23e+003,,,cps,0.584,,,ppm
Sb121,155,,,cps,0.133,,,ppm
Sn118,1.23e+003,,,cps,0.36,,,ppm
W184,205,,,cps,0.206,,,ppm
Zr90,3.75e+004,,,cps,15.2,,,ppm
As75,2.72e+004,,,cps,79.9,,,ppm
V51,2.34e+005,,,cps,123,,,ppm
Cr52,2.46e+005,,,cps,111,,,ppm
Ni60,3.85e+004,,,cps,53.4,,,ppm
Cu63,6.11e+004,,,cps,38.3,,,ppm
Zn66,1.78e+004,,,cps,43.,,,ppm
Th232,2.49e+003,,,cps,0.701,,,ppm
Sc45,5.23e+004,,,cps,14.2,,,ppm
Y89,2.63e+004,,,cps,6.03,,,ppm
La139,1.87e+004,,,cps,4.38,,,ppm
Ce140,2.74e+004,,,cps,7.36,,,ppm
Pr141,5.28e+003,,,cps,1.2,,,ppm
Nd142,5.35e+003,,,cps,4.46,,,ppm
Sm152,2.21e+003,,,cps,1.74,,,ppm
Eu153,2.01e+003,,,cps,0.842,,,ppm
Gd158,2.49e+003,,,cps,2.11,,,ppm
Tb159,1.16e+003,,,cps,0.257,,,ppm
Dy164,1.57e+003,,,cps,1.28,,,ppm
Ho165,1.04e+003,,,cps,0.24,,,ppm
Er166,1.04e+003,,,cps,0.706,,,ppm
Tm169,433,,,cps,9.68e-002,,,ppm
Yb174,971,,,cps,0.648,,,ppm
Lu175,449,,,cps,0.112,,,ppm
U238,648,,,cps,0.178,,,ppm
Ga69,4.07e+004,,,cps,9.3,,,ppm
Sample ID:,2613-236
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,50.,,,cps,0.127,,,ppm
Bi209,108,,,cps,2.85e-002,,,ppm
Cd111,96.8,,,cps,0.129,,,ppm
Cs133,2.69e+003,,,cps,0.481,,,ppm
Co59,5.54e+004,,,cps,12.6,,,ppm
Pb208,9.62e+004,,,cps,31.1,,,ppm
Rb85,3.65e+004,,,cps,10.2,,,ppm
Se82,19.2,,,cps,0.413,,,ppm
Ag107,3.6e+003,,,cps,1.6,,,ppm
Te130,22.8,,,cps,0.137,,,ppm
Ta181,208,,,cps,1.58e-002,,,ppm
Tl205,316,,,cps,6.3e-002,,,ppm
Ge74,-389,,,cps,-0.417,,,ppm
Hf180,666,,,cps,0.463,,,ppm
Mo98,516,,,cps,0.465,,,ppm
Nb93,4.65e+003,,,cps,0.512,,,ppm
Sb121,199,,,cps,0.168,,,ppm
Sn118,720,,,cps,0.208,,,ppm
W184,201,,,cps,0.199,,,ppm
Zr90,3.82e+004,,,cps,15.3,,,ppm
As75,1.98e+004,,,cps,57.4,,,ppm
V51,3.28e+005,,,cps,170,,,ppm
Cr52,3.85e+005,,,cps,172,,,ppm
Ni60,4.36e+004,,,cps,59.6,,,ppm
Cu63,5.73e+004,,,cps,35.4,,,ppm
Zn66,1.68e+004,,,cps,39.9,,,ppm
Th232,2.61e+003,,,cps,0.723,,,ppm
Sc45,5.89e+004,,,cps,15.8,,,ppm
Y89,2.73e+004,,,cps,6.16,,,ppm
La139,1.96e+004,,,cps,4.51,,,ppm
Ce140,2.84e+004,,,cps,7.52,,,ppm
Pr141,5.82e+003,,,cps,1.3,,,ppm
Nd142,5.43e+003,,,cps,4.46,,,ppm
Sm152,2.22e+003,,,cps,1.72,,,ppm
Eu153,1.9e+003,,,cps,0.783,,,ppm
Gd158,2.61e+003,,,cps,2.17,,,ppm
Tb159,1.15e+003,,,cps,0.252,,,ppm
Dy164,1.64e+003,,,cps,1.31,,,ppm
Ho165,1.08e+003,,,cps,0.247,,,ppm
Er166,1.11e+003,,,cps,0.743,,,ppm
Tm169,452,,,cps,9.96e-002,,,ppm
Yb174,985,,,cps,0.648,,,ppm
Lu175,449,,,cps,0.11,,,ppm
U238,672,,,cps,0.182,,,ppm
Ga69,3.59e+004,,,cps,8.08,,,ppm
Sample ID:,2613-237
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,52.,,,cps,0.134,,,ppm
Bi209,81.8,,,cps,2.17e-002,,,ppm
Cd111,78.9,,,cps,0.106,,,ppm
Cs133,2.95e+003,,,cps,0.533,,,ppm
Co59,4.59e+004,,,cps,10.6,,,ppm
Pb208,7.47e+004,,,cps,24.4,,,ppm
Rb85,3.93e+004,,,cps,11.1,,,ppm
Se82,-16.9,,,cps,-0.367,,,ppm
Ag107,2.58e+003,,,cps,1.16,,,ppm
Te130,-69.3,,,cps,-0.42,,,ppm
Ta181,175,,,cps,1.33e-002,,,ppm
Tl205,292,,,cps,5.88e-002,,,ppm
Ge74,-163,,,cps,-0.176,,,ppm
Hf180,625,,,cps,0.439,,,ppm
Mo98,453,,,cps,0.413,,,ppm
Nb93,3.88e+003,,,cps,0.431,,,ppm
Sb121,118,,,cps,0.101,,,ppm
Sn118,558,,,cps,0.163,,,ppm
W184,118,,,cps,0.118,,,ppm
Zr90,3.58e+004,,,cps,14.5,,,ppm
As75,1.42e+004,,,cps,41.4,,,ppm
V51,2.49e+005,,,cps,130,,,ppm
Cr52,2.3e+005,,,cps,104,,,ppm
Ni60,3.84e+004,,,cps,53.,,,ppm
Cu63,5.29e+004,,,cps,33.,,,ppm
Zn66,1.46e+004,,,cps,34.9,,,ppm
Th232,2.84e+003,,,cps,0.794,,,ppm
Sc45,4.77e+004,,,cps,12.9,,,ppm
Y89,2.34e+004,,,cps,5.34,,,ppm
La139,1.94e+004,,,cps,4.52,,,ppm
Ce140,2.83e+004,,,cps,7.57,,,ppm
Pr141,5.45e+003,,,cps,1.23,,,ppm
Nd142,5.2e+003,,,cps,4.32,,,ppm
Sm152,2.07e+003,,,cps,1.63,,,ppm
Eu153,1.75e+003,,,cps,0.729,,,ppm
Gd158,2.31e+003,,,cps,1.95,,,ppm
Tb159,1.05e+003,,,cps,0.232,,,ppm
Dy164,1.47e+003,,,cps,1.19,,,ppm
Ho165,973,,,cps,0.225,,,ppm
Er166,1.03e+003,,,cps,0.693,,,ppm
Tm169,424,,,cps,9.44e-002,,,ppm
Yb174,906,,,cps,0.602,,,ppm
Lu175,389,,,cps,9.66e-002,,,ppm
U238,671,,,cps,0.183,,,ppm
Ga69,3.87e+004,,,cps,8.79,,,ppm
Sample ID:,2613-238
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,36.,,,cps,9.2e-002,,,ppm
Bi209,92.2,,,cps,2.43e-002,,,ppm
Cd111,83.2,,,cps,0.111,,,ppm
Cs133,2.81e+003,,,cps,0.505,,,ppm
Co59,4.7e+004,,,cps,10.8,,,ppm
Pb208,9.21e+004,,,cps,30.,,,ppm
Rb85,3.27e+004,,,cps,9.15,,,ppm
Se82,-81.3,,,cps,-1.76,,,ppm
Ag107,2.4e+003,,,cps,1.07,,,ppm
Te130,-9.65,,,cps,-5.82e-002,,,ppm
Ta181,160,,,cps,1.21e-002,,,ppm
Tl205,316,,,cps,6.33e-002,,,ppm
Ge74,-146,,,cps,-0.158,,,ppm
Hf180,653,,,cps,0.457,,,ppm
Mo98,410,,,cps,0.372,,,ppm
Nb93,3.68e+003,,,cps,0.407,,,ppm
Sb121,105,,,cps,8.95e-002,,,ppm
Sn118,556,,,cps,0.161,,,ppm
W184,127,,,cps,0.127,,,ppm
Zr90,3.34e+004,,,cps,13.5,,,ppm
As75,1.27e+004,,,cps,37.,,,ppm
V51,2.18e+005,,,cps,114,,,ppm
Cr52,3.29e+005,,,cps,148,,,ppm
Ni60,3.96e+004,,,cps,54.3,,,ppm
Cu63,4.56e+004,,,cps,28.3,,,ppm
Zn66,1.34e+004,,,cps,31.9,,,ppm
Th232,2.32e+003,,,cps,0.647,,,ppm
Sc45,4.88e+004,,,cps,13.1,,,ppm
Y89,2.32e+004,,,cps,5.26,,,ppm
La139,1.64e+004,,,cps,3.8,,,ppm
Ce140,2.43e+004,,,cps,6.47,,,ppm
Pr141,5.03e+003,,,cps,1.13,,,ppm
Nd142,4.83e+003,,,cps,3.99,,,ppm
Sm152,1.99e+003,,,cps,1.56,,,ppm
Eu153,1.76e+003,,,cps,0.728,,,ppm
Gd158,2.17e+003,,,cps,1.82,,,ppm
Tb159,1.04e+003,,,cps,0.229,,,ppm
Dy164,1.43e+003,,,cps,1.15,,,ppm
Ho165,975,,,cps,0.224,,,ppm
Er166,956,,,cps,0.64,,,ppm
Tm169,376,,,cps,8.32e-002,,,ppm
Yb174,969,,,cps,0.641,,,ppm
Lu175,405,,,cps,0.1,,,ppm
U238,556,,,cps,0.151,,,ppm
Ga69,3.13e+004,,,cps,7.09,,,ppm
Sample ID:,2613-239
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,53.,,,cps,0.136,,,ppm
Bi209,86.4,,,cps,2.29e-002,,,ppm
Cd111,53.7,,,cps,7.2e-002,,,ppm
Cs133,3.77e+003,,,cps,0.681,,,ppm
Co59,4.51e+004,,,cps,10.4,,,ppm
Pb208,8.04e+004,,,cps,26.3,,,ppm
Rb85,4.51e+004,,,cps,12.7,,,ppm
Se82,7.06,,,cps,0.153,,,ppm
Ag107,1.96e+003,,,cps,0.877,,,ppm
Te130,-72.9,,,cps,-0.442,,,ppm
Ta181,317,,,cps,2.42e-002,,,ppm
Tl205,352,,,cps,7.09e-002,,,ppm
Ge74,-0.751,,,cps,-8.11e-004,,,ppm
Hf180,715,,,cps,0.503,,,ppm
Mo98,556,,,cps,0.507,,,ppm
Nb93,6.1e+003,,,cps,0.678,,,ppm
Sb121,156,,,cps,0.133,,,ppm
Sn118,601,,,cps,0.175,,,ppm
W184,177,,,cps,0.177,,,ppm
Zr90,4.02e+004,,,cps,16.3,,,ppm
As75,7.62e+003,,,cps,22.3,,,ppm
V51,1.71e+005,,,cps,89.5,,,ppm
Cr52,3.42e+005,,,cps,154,,,ppm
Ni60,3.98e+004,,,cps,55.,,,ppm
Cu63,3.74e+004,,,cps,23.3,,,ppm
Zn66,1.4e+004,,,cps,33.5,,,ppm
Th232,3.53e+003,,,cps,0.988,,,ppm
Sc45,3.44e+004,,,cps,9.3,,,ppm
Y89,2.28e+004,,,cps,5.2,,,ppm
La139,2.28e+004,,,cps,5.3,,,ppm
Ce140,3.47e+004,,,cps,9.27,,,ppm
Pr141,5.77e+003,,,cps,1.31,,,ppm
Nd142,5.67e+003,,,cps,4.7,,,ppm
Sm152,2.08e+003,,,cps,1.63,,,ppm
Eu153,1.64e+003,,,cps,0.685,,,ppm
Gd158,2.59e+003,,,cps,2.18,,,ppm
Tb159,1.05e+003,,,cps,0.232,,,ppm
Dy164,1.39e+003,,,cps,1.13,,,ppm
Ho165,957,,,cps,0.221,,,ppm
Er166,1.05e+003,,,cps,0.704,,,ppm
Tm169,400,,,cps,8.9e-002,,,ppm
Yb174,883,,,cps,0.587,,,ppm
Lu175,400,,,cps,9.92e-002,,,ppm
U238,994,,,cps,0.272,,,ppm
Ga69,2.46e+004,,,cps,5.58,,,ppm
Sample ID:,2613-240
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,25.,,,cps,6.58e-002,,,ppm
Bi209,107,,,cps,2.92e-002,,,ppm
Cd111,53.7,,,cps,7.38e-002,,,ppm
Cs133,2.66e+003,,,cps,0.493,,,ppm
Co59,3.12e+004,,,cps,7.35,,,ppm
Pb208,7.89e+004,,,cps,26.4,,,ppm
Rb85,3.01e+004,,,cps,8.7,,,ppm
Se82,-24.7,,,cps,-0.55,,,ppm
Ag107,1.75e+003,,,cps,0.806,,,ppm
Te130,-18.5,,,cps,-0.115,,,ppm
Ta181,239,,,cps,1.87e-002,,,ppm
Tl205,307,,,cps,6.35e-002,,,ppm
Ge74,56.1,,,cps,6.22e-002,,,ppm
Hf180,578,,,cps,0.417,,,ppm
Mo98,426,,,cps,0.398,,,ppm
Nb93,4.5e+003,,,cps,0.512,,,ppm
Sb121,198,,,cps,0.173,,,ppm
Sn118,538,,,cps,0.161,,,ppm
W184,148,,,cps,0.152,,,ppm
Zr90,3.25e+004,,,cps,13.5,,,ppm
As75,7.66e+003,,,cps,22.9,,,ppm
V51,8.06e+004,,,cps,43.3,,,ppm
Cr52,3.09e+005,,,cps,143,,,ppm
Ni60,3.56e+004,,,cps,50.3,,,ppm
Cu63,2.78e+004,,,cps,17.8,,,ppm
Zn66,1.19e+004,,,cps,29.1,,,ppm
Th232,2.74e+003,,,cps,0.786,,,ppm
Sc45,1.83e+004,,,cps,5.08,,,ppm
Y89,1.87e+004,,,cps,4.36,,,ppm
La139,1.87e+004,,,cps,4.45,,,ppm
Ce140,2.75e+004,,,cps,7.54,,,ppm
Pr141,4.71e+003,,,cps,1.09,,,ppm
Nd142,4.62e+003,,,cps,3.93,,,ppm
Sm152,1.45e+003,,,cps,1.17,,,ppm
Eu153,1.18e+003,,,cps,0.506,,,ppm
Gd158,1.99e+003,,,cps,1.72,,,ppm
Tb159,870,,,cps,0.197,,,ppm
Dy164,1.26e+003,,,cps,1.05,,,ppm
Ho165,762,,,cps,0.18,,,ppm
Er166,894,,,cps,0.616,,,ppm
Tm169,369,,,cps,8.43e-002,,,ppm
Yb174,824,,,cps,0.561,,,ppm
Lu175,364,,,cps,9.27e-002,,,ppm
U238,753,,,cps,0.211,,,ppm
Ga69,1.56e+004,,,cps,3.64,,,ppm
Sample ID:,RM RM B)
Method File:,mix 1&2&3 geology2.mth
Calibration File:,8.cal
Be9,41.,,,cps,0.106,,,ppm
Bi209,1.04e+003,,,cps,0.278,,,ppm
Cd111,34.7,,,cps,4.68e-002,,,ppm
Cs133,2.87e+004,,,cps,5.21,,,ppm
Co59,1.92e+004,,,cps,4.43,,,ppm
Pb208,4.28e+004,,,cps,14.1,,,ppm
Rb85,1.46e+005,,,cps,41.2,,,ppm
Se82,17.,,,cps,0.37,,,ppm
Ag107,1.18e+003,,,cps,0.533,,,ppm
Te130,-2.63,,,cps,-1.6e-002,,,ppm
Ta181,415,,,cps,3.18e-002,,,ppm
Tl205,955,,,cps,0.193,,,ppm
Ge74,126,,,cps,0.136,,,ppm
Hf180,430,,,cps,0.304,,,ppm
Mo98,934,,,cps,0.855,,,ppm
Nb93,8.42e+003,,,cps,0.94,,,ppm
Sb121,1.1e+003,,,cps,0.941,,,ppm
Sn118,532,,,cps,0.156,,,ppm
W184,958,,,cps,0.962,,,ppm
Zr90,2.18e+004,,,cps,8.87,,,ppm
As75,1.24e+004,,,cps,36.4,,,ppm
V51,1.24e+005,,,cps,65.5,,,ppm
Cr52,3.06e+004,,,cps,13.9,,,ppm
Ni60,7.95e+003,,,cps,11.,,,ppm
Cu63,2.66e+004,,,cps,16.7,,,ppm
Zn66,1.18e+004,,,cps,28.4,,,ppm
Th232,4.91e+003,,,cps,1.38,,,ppm
Sc45,2.02e+004,,,cps,5.48,,,ppm
Y89,1.1e+004,,,cps,2.53,,,ppm
La139,2.26e+004,,,cps,5.27,,,ppm
Ce140,3.99e+004,,,cps,10.7,,,ppm
Pr141,5.08e+003,,,cps,1.15,,,ppm
Nd142,5.04e+003,,,cps,4.21,,,ppm
Sm152,2.1e+003,,,cps,1.65,,,ppm
Eu153,2.06e+003,,,cps,0.863,,,ppm
Gd158,2.07e+003,,,cps,1.75,,,ppm
Tb159,699,,,cps,0.155,,,ppm
Dy164,792,,,cps,0.644,,,ppm
Ho165,397,,,cps,9.21e-002,,,ppm
Er166,638,,,cps,0.432,,,ppm
Tm169,191,,,cps,4.26e-002,,,ppm
Yb174,487,,,cps,0.325,,,ppm
Lu175,207,,,cps,5.18e-002,,,ppm
U238,1.17e+003,,,cps,0.321,,,ppm
Ga69,3.11e+004,,,cps,7.11,,,ppm
2025/02/24  05:46:02 
