,CRM ID,Ag,Al,Al2O3,As,Au,B,Ba,BaO,Be,BeO,Bi,C,C-(Carbonate),C-(Graphite),Ca,CaO,Cd,Ce,CeO2,Cl,Co,Cr,Cr2O3,Cs,Cu,Cu-Res(4A),Cu-Sol(CN),Cu-Sol(H2SO4),Cu-Tot(Calc),Dy,Dy2O3,Er,Er2O3,Eu,Eu2O3,F,Fe,Fe(Calc),Fe2+,Fe2O3,Fe3+,Fe3O4,FeO,Ga,Ga2O3,Gd,Gd2O3,Ge,H2O-,Hf,HfO2,Hg,Ho,Ho2O3,In,Ir,K,K2O,LOI1000,LOI300-1000,LOI371,LOI425,LOI650,La,La2O3,Li,Li2O,Lu,Lu2O3,MOI300,MassRec,Mg,MgO,Mn,MnO,Mo,Na,Na2O,Nb,Nb2O5,Nd,Nd2O3,Ni,NiO,Os,P,P2O5,Pb,PbO,Pd,Pr,Pr6O11,Pt,Rb,Re,Rh,Ru,S,S-(Sulphate),S-(Sulphide),SG,SO3,Sb,Sc,Se,Si,SiO2,Sm,Sm2O3,Sn,SnO2,Sr,SrO,Ta,Ta2O5,Tb,Tb4O7,Te,Th,ThO2,Ti,TiO2,Tl,Tm,Tm2O3,U,U3O8,V,V2O5,W,WO3,Y,Y2O3,Yb,Yb2O3,Zn,ZnO,Zr,ZrO2
301,OREAS 42P,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,OREAS 43P,,,95900.0,111.0,0.073,,475.0,550.0,,,,,,,,4280.0,,,,,,,,,438.0,,,,,,,,,,,,,,,250100.0,,,,,,,,,,,,,,,,,,21400.0,34600.0,,,,,,,,,,,,,,9500.0,,830.0,123.0,,1800.0,,,,,502.0,,,,860.0,146.0,,,,,,,,,,,,,,410.0,,,,,574200.0,,,,,,,,,,,,,,,4950.0,,,,,,,,19.0,,,,,,441.0,,,
303,OREAS 44P,,,70600.0,105.0,0.067,,396.0,480.0,,,,,,,,4600.0,,,,,,,,,421.0,,,,,,,,,,,,,,,493500.0,,,,,,,,,,,,,,,,,,14900.0,29900.0,,,,,,,,,,,,,,7900.0,880.0,1140.0,406.0,,2000.0,,,,,460.0,,,,930.0,210.0,,,,,,,,,,170.0,,,,420.0,,,,,364400.0,,,,,,,,,,,,,,2100.0,3500.0,,,,,,,,19.0,,,,,,618.0,,,
304,OREAS 45P,0.32,68200.0,,13.4,0.055,,281.0,,,,0.21,23600.0,,,3000.0,,0.198,48.9,,,120.0,1140.0,,,749.0,,,,,4.1,,2.2,,1.16,,,192200.0,,,,,,,,,4.0,,,,,,,0.78,,,,3500.0,,111900.0,,,,,24.8,,,,0.31,,,,2200.0,,1270.0,,,810.0,,24.0,,21.0,,385.0,,,470.0,,22.0,,0.055,5.42,,0.077,23.0,,,,300.0,,,,,0.92,,,204200.0,,4.51,,3.1,,32.6,,,,0.69,,,9.8,,11800.0,,,0.32,,2.4,,,,,,18.0,,2.1,,141.0,,279.0,
305,OREAS 45b,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,OREAS 45c,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,OREAS 45d,,81519.5,159913.0,13.8085,0.0227274,,183.299,197.995,0.793116,,0.311702,10438.6,,,1853.66,2638.33,,37.1621,,,29.4665,548.586,879.052,3.91064,371.077,,,,,2.26492,,1.37513,,0.569607,,,145176.0,,,213768.0,,,,21.2245,,2.41533,,,,3.82635,,,0.456107,,0.0960208,,4122.84,5095.76,93706.3,,,,,16.8923,,21.4934,,0.181122,,,,2446.74,4211.81,492.413,658.214,2.50035,1005.98,1251.67,14.5408,,13.4033,,230.546,,,421.919,988.513,21.757,,0.0346323,3.69593,,0.0484984,42.1319,,,,486.186,,,,,0.820141,49.3109,,226300.0,496336.0,2.80203,,2.77831,,31.336,,1.02402,,0.397964,,,14.5009,,7732.23,14876.9,0.267346,0.324647,,2.63492,,234.551,425.215,1.61744,,9.53225,,1.33241,,45.6802,,140.616,
308,OREAS 45e,0.31134,67762.1,130358.0,16.3098,0.0529961,,252.423,,0.621157,,0.279463,5462.11,,,646.084,887.143,,23.4598,,,57.0458,979.47,1567.81,1.26265,780.32,,,,,2.0518,,1.1974,,0.547949,,,241158.0,,,354604.0,,,,16.4755,,1.99367,,,,3.10883,,,0.459361,,0.0985278,,3240.52,4046.67,86928.0,,,,,10.9752,,6.58406,,0.173178,,,,1558.64,2678.48,551.81,718.833,2.39803,593.79,781.636,6.80077,,9.57064,,453.694,,,343.356,812.475,18.2184,,0.0753695,2.566,,0.109716,21.2486,,,,457.429,,,,,0.995685,93.0133,2.96989,185597.0,401280.0,2.2823,,1.31984,,15.8812,,0.56105,,0.363485,,,12.9082,,5588.23,9885.48,0.148219,0.218186,,2.4057,,322.109,588.425,1.06558,,8.2791,,1.19121,,46.6601,,110.301,
309,OREAS 45f,,104102.0,204579.0,9.66753,0.0192844,,210.49,265.744,1.03291,,0.199928,3184.51,,,1024.42,1393.95,,29.385,,,49.0231,475.564,706.824,3.66051,362.591,,,,,2.87928,,1.64991,,0.622833,,,151571.0,,,223127.0,,,,26.1739,,2.57361,,0.117456,,6.96833,,0.0307262,0.560148,,0.105543,,2282.84,2839.09,101255.0,,,,,15.6891,,20.4394,,0.258583,,,,2417.83,4225.14,235.835,308.479,2.27017,695.351,912.434,23.73,,12.9512,,256.441,,,298.167,707.73,14.7159,,0.056562,3.44214,,0.038079,31.5532,,,,315.009,,,,,0.629217,35.7957,2.26278,197176.0,435888.0,2.60176,,3.36898,,31.3732,,1.55514,,0.409403,,,9.99048,,11438.7,19951.9,0.201705,0.261757,,2.31794,,261.433,447.211,1.2688,,14.7068,,1.79423,,34.3387,,263.077,
310,OREAS 45h,0.147225,80409.7,158723.0,16.927,0.0411043,,329.699,421.089,1.09067,,0.178888,4865.44,,,1425.37,2010.64,,24.3369,,,90.553,676.625,1022.34,2.3407,766.555,,,,,2.63083,,1.61836,,0.654694,,,201387.0,,,294349.0,,,,20.64,,2.40968,,0.151524,,4.94571,,0.023614,0.564086,,0.100893,,2140.25,2577.71,99840.7,,,,,12.5601,,13.5321,,0.23552,,,,2549.58,4366.83,399.842,501.852,1.54534,945.507,1283.05,15.5845,,11.275,,423.114,,,234.798,556.868,11.9369,,0.127805,2.92917,,0.0874527,22.7149,,,,353.448,,,,,0.573039,52.8844,2.01876,190044.0,414128.0,2.50333,,1.92678,,33.0913,,0.994948,,0.400946,,,7.40482,,9334.3,16076.5,0.148388,0.259718,,1.81994,,274.679,468.169,0.991941,,12.4365,,1.66207,,36.6721,,201.406,
311,OREAS 46,0.0378812,62592.5,120494.0,1.00795,0.00160771,,460.514,,0.916667,,0.0543685,,,,24026.3,33989.7,0.0586129,37.2481,,,9.92791,45.6736,96.9116,0.621262,23.0756,,,,,2.01728,,1.12167,,0.882567,,,26144.2,,,37883.6,,,,14.0933,,2.59512,,0.0608336,,4.10979,,,0.402517,,0.0256278,,11852.7,14205.8,10625.4,,,,,19.6779,,10.4032,,0.160146,,,,9430.17,16108.6,488.504,635.366,1.98,26118.8,34893.8,5.4187,,18.6597,,30.74,,,542.763,1217.38,7.0163,,0.00099,4.81452,,0.00099,33.5405,0.00198,,,49.5,,,,,0.104047,9.16667,0.198,,727272.0,3.3287,,0.777664,,403.928,,0.306727,,0.361481,,,3.2256,,2074.95,3717.5,0.207565,0.163389,,0.737667,,59.9333,,0.99,,11.3751,,1.066,,35.5105,,159.133,
312,OREAS 460,0.99,65546.9,127270.0,53.4823,,,814.865,902.07,2.47886,,1.48442,,,,7010.02,9748.34,0.099,1853.45,2208.87,,9.43623,346.989,574.639,3.6771,41.7354,,,,,18.0306,22.7765,4.6513,6.87589,23.0647,26.3311,,185615.0,,,268100.0,,,,33.8373,,48.1639,57.6965,,,6.08611,13.9288,,2.36662,3.17622,0.309157,,12466.2,14819.8,25438.9,,,,,1298.02,1605.91,19.5618,,0.355384,0.593198,,,7244.65,12460.6,307.228,466.25,25.1843,1331.58,,,997.868,791.891,911.302,61.6987,67.8339,,1927.79,4545.41,64.9854,72.3971,,239.699,289.475,,75.2162,0.00396,,,291.394,,,,,3.70817,27.8826,4.95,,498024.0,101.289,124.509,13.2713,20.3683,305.512,360.452,11.47,16.778,4.60372,5.69552,0.205952,113.272,131.88,7306.9,20022.4,0.377686,0.50288,0.802129,3.8522,4.9673,237.902,455.622,3.13925,7.92,49.3029,75.8125,2.64496,4.44948,116.899,150.073,217.622,638.064
313,OREAS 460b,0.330968,69208.1,136430.0,283.891,,,787.605,886.661,2.33551,,12.8469,,,,5388.54,7824.67,9.9,1626.14,2061.85,,5.5421,258.549,409.135,6.41182,40.989,,,,,16.8016,20.3072,4.36238,6.28741,20.6674,23.6274,,155418.0,,,229530.0,,,,28.6373,,46.3558,52.2126,1.55217,,6.19424,11.8275,,2.13984,2.91426,0.305874,,14011.4,17349.9,60773.6,,,,,1196.05,1426.09,29.8062,,0.32151,0.525119,,,5896.1,10751.1,289.474,397.483,22.2912,1519.26,1734.36,630.359,885.207,746.512,875.005,32.5329,,,1693.41,3961.62,55.8389,,,220.418,262.374,,81.5512,,,,283.187,,,,,4.08182,26.3174,,240073.0,513563.0,96.2104,109.031,19.5809,99.0,286.595,303.839,11.5142,,4.34252,5.10893,0.310855,105.068,134.446,9339.54,18469.4,0.47678,0.436196,0.69816,3.48066,99.0,222.301,415.805,44.9056,,44.441,70.4665,2.44761,3.95113,73.4381,,227.677,521.281
314,OREAS 461,1.98,59585.5,113104.0,33.5537,,,957.098,1037.05,2.30188,,2.4852,,,,12147.0,17608.7,0.099,3508.48,4311.44,,11.5257,523.684,875.486,0.785978,60.1422,,,,,33.5055,39.9771,7.45966,10.0658,47.6394,54.0907,,315178.0,,,460903.0,,,,50.0389,,97.5977,115.706,,,7.39116,16.6198,,4.05761,5.22291,0.601128,,2331.24,2849.49,9963.89,,,,,2476.48,3154.93,12.0055,,0.385847,0.58606,,,9990.13,17361.3,547.236,842.684,45.6795,1781.75,,,1854.48,1623.48,1899.81,71.1258,81.0513,,3378.53,8220.36,103.918,114.499,,482.282,584.669,,13.5154,0.0099,,,517.667,,,,,2.76134,38.8492,,,314637.0,208.237,254.702,21.6377,32.5402,564.113,684.654,20.9304,30.6885,9.09417,10.6743,0.341269,206.55,264.75,10565.7,30691.5,0.103836,0.700612,1.01584,4.40126,5.6463,352.061,686.622,2.49707,4.88988,83.097,115.542,3.06313,5.00352,139.319,201.326,269.855,814.547
315,OREAS 462,1.98,57068.9,109481.0,30.7827,,,1036.8,1144.16,3.756,,2.5837,,,,12475.4,17888.1,0.198,4984.29,6082.01,,12.4505,501.509,889.618,0.436917,60.8857,,,,,50.5936,58.7608,10.8497,13.972,79.8818,91.1415,,330543.0,,,486943.0,,,,52.2567,,163.876,190.443,,,7.3979,16.4675,,6.1793,7.44016,0.748905,,1184.33,1448.5,7706.67,,,,,3669.03,4450.01,11.3006,,0.529476,0.715569,,,10069.8,17959.3,839.957,1204.33,51.4559,1778.49,,,2070.44,2595.28,2985.49,73.8248,84.5592,,4537.19,11283.1,118.519,123.192,,735.984,845.247,,6.57695,0.0099,,,587.0,,,,,2.56865,51.4401,,,281865.0,361.902,495.0,23.8764,37.0935,737.523,904.254,21.8115,31.3331,14.7025,16.9296,0.333119,245.568,283.418,9859.62,31819.4,0.0828468,1.01104,1.37494,5.79223,7.24925,352.642,678.682,2.30686,4.5336,125.274,168.456,4.36435,6.27669,243.663,334.727,270.267,801.448
316,OREAS 463,2.97,54697.6,106398.0,31.2566,,,1135.1,1235.09,5.62242,,2.75486,,,,11858.7,17093.7,,6541.19,8096.02,,15.1655,460.04,838.288,0.422268,74.4425,,,,,70.6787,80.8678,14.815,18.284,120.954,133.225,,333334.0,,,494800.0,,,,62.9967,,244.47,277.819,,,7.39922,16.2565,,8.3739,9.98248,1.01071,,1094.72,1432.07,7810.67,,,,,4772.58,5823.77,10.4187,,0.673947,0.902582,,,10090.4,16954.0,1115.66,1560.12,56.2807,1728.85,,,2139.07,3611.19,4295.05,76.4168,89.9535,,5903.34,14410.7,130.109,131.66,,985.75,1200.79,,6.08004,0.0198,,,671.0,,,,,2.30748,66.0542,19.8,,274959.0,530.733,596.516,25.5883,39.8789,933.991,1136.39,21.6544,30.8275,20.598,23.8734,0.352135,291.283,363.723,8755.67,32071.3,0.0939237,1.3303,1.79619,7.54823,9.25928,327.214,643.216,2.44565,4.71374,176.164,228.834,5.86107,7.99961,391.225,525.899,255.686,778.336
317,OREAS 464,4.431,44699.9,87492.6,32.9362,,,1648.13,1849.73,15.6289,,3.79648,,,,8509.48,12537.4,0.518129,15482.7,18762.4,,18.0159,334.681,577.472,0.271452,91.8599,,,,,181.707,204.392,36.9362,43.6271,334.421,374.959,,355510.0,,,543810.0,,,,105.802,,670.037,779.205,,,7.79167,14.7609,,21.3127,24.4048,2.14177,,812.319,1038.88,6969.0,,,,,10644.2,13729.0,8.25533,,1.57216,1.91709,,,8248.78,14020.9,2699.78,3646.77,77.0732,1486.21,,,2722.82,9589.23,11593.5,88.5748,104.328,,13595.3,32270.9,204.951,186.92,,2600.62,3069.67,,4.38668,0.0297,,,1028.33,,,,,1.80145,141.38,49.5,,203638.0,1484.87,1634.72,35.6779,58.2323,2042.81,2436.64,20.9121,29.695,54.8891,63.2658,0.362497,506.384,575.78,9900.0,32592.7,0.145349,3.29564,4.06223,17.6356,20.7145,207.027,412.297,2.37468,6.93,448.868,561.882,14.277,17.919,1128.08,1533.15,209.71,623.704
318,OREAS 464b,3.3109,40810.1,82098.6,,,,1460.61,1773.13,14.1514,,3.51427,,,,6669.2,10148.6,0.513384,14155.4,17985.7,,15.649,230.859,384.123,,82.4274,,,,,147.572,180.845,31.5897,38.6409,281.295,337.817,,324778.0,,,477783.0,,,,,,581.693,692.12,,,10.58,12.477,,17.2993,21.2991,1.74157,,717.729,890.199,104313.0,,,,,8353.05,12918.1,7.3292,,1.39042,1.58105,,,6657.48,11420.3,2419.18,3286.26,69.0966,1189.7,,1825.53,2504.72,8877.07,10919.6,64.7499,,,10997.2,28366.9,174.896,,,2379.01,2871.5,,3.86822,,,,994.335,,,,,1.69135,100.909,,83951.6,179589.0,1371.28,1523.14,33.8797,99.0,1628.17,2197.32,22.1321,,49.1875,56.7249,0.321024,470.099,525.854,14295.8,29283.1,0.133892,2.83522,3.5886,15.4612,99.0,190.97,361.85,2.40078,,303.925,493.596,13.6999,15.4862,1011.67,,420.309,559.46
319,OREAS 465,5.48317,62091.5,124662.0,,,,4359.2,4909.32,13.246,,16.9218,,,,8718.1,12589.1,1.20305,39056.2,48552.5,,18.7017,,795.322,0.099,127.567,,,,,215.191,248.734,47.265,57.6998,282.2,330.707,,295527.0,,,499597.0,,,,213.752,,581.073,673.571,,,14.4049,48.8304,,26.7772,31.7318,3.46871,,,,8238.0,,,,,22739.1,28297.9,3.04186,,1.72063,2.39264,,,3738.27,6495.87,1977.13,3389.7,113.945,1980.0,,,6694.99,10951.5,13721.3,105.807,,,31508.2,87360.2,572.54,545.226,,3669.91,4533.54,,0.425768,0.0495,,,1941.0,,,,,,148.535,,,32816.7,1306.68,1639.82,,172.423,5053.28,6154.02,,96.063,57.0775,66.5393,0.99,804.609,901.294,,105118.0,0.0873204,3.82379,5.16467,12.6051,16.0378,426.604,953.496,,9.48272,477.799,637.492,14.9004,21.6145,921.419,,,2538.96
320,OREAS 465b,6.0859,55268.5,111415.0,,,,3442.39,4315.18,12.3272,,14.7151,,,,6428.44,9462.13,0.867477,34672.9,43703.4,,17.2237,287.952,511.238,0.0495,114.178,,,,,195.504,226.935,37.9789,52.7059,265.312,307.205,,291761.0,,,436682.0,,,,50.9184,,500.193,641.206,,,,,,22.6307,28.6763,3.00159,,122.319,184.783,116575.0,,,,,17797.8,24588.5,3.13173,,1.77024,2.01254,,,2759.37,4545.83,2139.16,3026.43,95.5105,597.429,,3516.67,5986.95,10785.6,12740.1,45.7611,,,26329.0,73617.0,461.912,,,3419.87,4093.58,,0.424094,,,,1511.93,,,,,0.839661,119.546,,14804.6,31670.1,1270.81,1416.2,68.7189,,3777.25,5393.76,67.4124,,51.6263,60.7229,0.505894,771.809,858.684,32927.1,86405.2,0.094228,3.17831,4.59398,12.4119,99.0,419.544,803.115,3.89067,,480.908,605.466,14.5047,19.8631,949.978,,1617.23,2324.93
321,OREAS 466,0.322339,78994.7,157678.0,481.494,,1383.0,701.759,802.6,2.90445,,22.0859,,,,2258.74,3429.08,9.9,339.386,436.989,,2.92292,131.794,248.776,10.7543,34.1434,,,,,5.56832,8.72076,2.19317,4.24137,4.25571,5.11373,,49672.9,,,73957.3,,,,22.3564,,11.4013,13.9743,0.421093,,4.69953,8.84486,,0.869954,1.56378,0.120862,,23933.9,28980.3,40003.9,,,,,229.067,279.083,43.8747,,0.281683,0.530039,,,4115.59,8051.51,91.4959,129.39,6.41676,1637.98,2361.25,109.48,147.354,152.078,180.974,19.0014,,,549.815,1284.12,22.988,,,44.1153,53.5984,,140.233,,,,117.012,,,,,5.44505,18.8402,,306954.0,656636.0,20.8147,24.3329,17.6454,99.0,107.019,112.318,2.56365,,1.26457,1.7438,0.303016,32.4156,,4480.12,9783.86,0.788018,0.274306,0.576122,3.0374,99.0,127.566,249.939,90.1577,,20.2983,43.9777,1.82519,3.71676,41.8345,,161.334,363.218
322,OREAS 467,0.346645,76792.3,154123.0,437.359,,1218.3,726.228,826.393,2.77985,,19.4419,,,,2484.07,3729.19,0.0408488,637.411,806.108,,3.14134,160.472,282.794,9.9483,34.0142,,,,,8.32716,11.503,2.58711,4.70496,8.15427,9.49952,,73834.4,,,109297.0,,,,23.1794,,19.8093,22.8916,,,5.05907,9.59098,,1.1804,1.87946,0.159182,,21520.5,26974.3,46049.8,,,,,448.761,557.535,40.7833,,0.29564,0.539228,,,4120.92,8115.13,127.932,177.867,10.0576,1575.92,2238.4,221.615,316.678,295.481,342.405,21.0932,,,812.025,1897.3,30.7417,,,83.9554,103.284,,129.608,0.00198,,,107.481,,,,,5.1623,20.0255,,291536.0,623654.0,38.7688,44.2649,18.0651,99.0,146.631,183.269,4.34335,,1.98935,2.52727,0.294351,49.8134,62.5799,5439.97,11872.1,0.713649,0.314084,0.629499,3.18215,99.0,147.713,286.525,73.8225,,25.8094,51.232,1.98956,3.77382,48.9916,,178.2,389.838
323,OREAS 47,0.130017,62498.9,119555.0,9.56564,0.0443022,,472.735,,0.97,,0.174686,,,,23115.4,32672.3,0.498775,56.2444,,,52.14,82.3247,165.211,2.00583,158.838,,,,,2.10523,,1.15711,,1.00537,,,27756.1,,,39696.9,,,,14.1103,,2.82755,,0.0746564,,4.10379,,,0.4157,,0.0547073,,11796.0,14210.3,10168.3,,,,,30.9105,,42.5175,,0.160481,,,,9787.11,16732.5,509.463,635.448,12.719,26110.3,34673.3,17.9137,,24.0186,,91.3867,,,563.578,1285.76,283.79,,0.0442467,6.5844,,0.0291582,37.6033,0.00198,,,436.552,,,,,0.321629,9.26667,0.396,,727827.0,4.00547,,6.1405,,401.534,,0.455972,,0.3865,,,3.84292,,2127.93,3793.66,0.251659,0.16665,,0.785343,,61.3842,,0.99,,11.6068,,1.07606,,225.812,,161.118,
324,OREAS 48,4.95,80245.5,,3.96,0.0029594,9.9,431.161,,0.929355,,0.117226,,,,37908.7,,0.0533745,35.3673,,,19.9824,77.9648,,1.16967,41.0031,,,,,1.95422,,1.11142,,0.871663,,,42924.0,,,,,,,20.6338,,2.48192,,1.16614,,1.52399,,,0.37588,,0.297,,11833.0,,,,,,,16.8827,,19.813,,0.154614,,,,17209.4,,689.488,,0.814487,30404.8,,3.18087,,16.7858,,41.2965,,,542.169,,5.98913,,,4.29199,,,36.5665,0.0099,,,467.034,,,,,0.102587,14.518,,295463.0,,2.97494,,0.599783,,464.15,,0.214783,,0.351469,,0.495,2.45862,,3242.66,,0.185556,0.155424,,0.532059,,114.79,,0.784219,,10.5423,,1.02961,,63.6827,,94.9365,
325,OREAS 49,4.95,79535.3,,18.154,0.0612717,9.9,431.497,,0.890937,,0.342128,,,,37961.0,,0.547292,66.0924,,,66.8111,301.048,,3.11739,166.775,,,,,2.13656,,1.1688,,1.08702,,,44267.3,,,,,,,20.7405,,2.95494,,1.13166,,1.53994,,,0.404237,,0.297,,11602.8,,,,,,,36.4568,,50.2567,,0.160075,,,,18694.2,,726.507,,15.2004,29787.6,,7.01895,,25.4912,,118.867,,,559.332,,261.592,,0.0231092,7.16423,,0.0368855,59.3685,0.0099,,,1099.73,,,,,0.572857,14.9673,,294398.0,,3.95646,,17.0791,,463.797,,1.15403,,0.387543,,0.495,3.07753,,3250.85,,0.379667,0.155628,,0.527297,,114.526,,0.933833,,10.9719,,1.02929,,257.485,,95.4832,
326,OREAS 4Pb,,,,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,OREAS 501,0.839941,,,,0.203806,,,,,,,,,,,,,,,,,,,,2707.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1946,,,,,,,,,,,,,,,,,,,,,,3637.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,OREAS 501b,0.778377,76779.6,,17.8609,0.247538,,1009.47,,2.85674,,1.54388,,,,27107.8,,,67.629,,,15.8251,85.5038,,12.1535,2596.69,,,,,4.85958,,2.5816,,1.38722,,,45429.8,,,,,,,19.5236,,5.39765,,0.199944,,2.54481,,,0.92701,,0.212217,,31436.2,,,,,,,32.9652,,33.1901,,0.375031,,,,14821.4,,546.047,,98.9612,20847.9,,18.0216,,30.5668,,41.4972,,,1024.65,,23.0455,,,7.90337,,,184.246,0.00290476,,,3535.55,,,,,0.873788,12.8978,2.78351,,,5.97246,,5.57666,,337.636,,1.38329,,0.789359,,0.0932846,17.9915,,4663.25,,0.900912,0.362781,,4.86248,,120.613,,2.34448,,24.5665,,2.49264,,88.8358,,77.3386,
329,OREAS 501c,0.461077,74862.9,,23.8506,0.221415,,1043.78,,2.93862,,0.688712,,,,26389.6,,0.178396,68.6232,,,15.1265,80.0336,,11.6618,2755.15,,,,,4.63488,,2.6221,,,,,44478.5,,,,,,,19.0695,,5.0419,,,,2.59727,,,0.92521,,0.0753891,,32248.3,,,,,,,35.1553,,33.8174,,0.362692,,,,15054.6,,547.867,,97.3225,20196.4,,18.35,,30.0081,,60.0001,,,1006.58,,21.4507,,,7.91284,,,196.46,,,,3469.54,,,,,2.26524,12.9294,2.06532,,,5.73632,,3.38249,,322.226,,1.31757,,0.799248,,0.248529,18.885,,4801.63,,0.973064,0.36216,,5.1299,,119.597,,4.47806,,24.9376,,2.42202,,81.0175,,80.5498,
330,OREAS 501d,0.663927,76903.9,,15.1004,0.231529,9.9,1032.19,,2.65423,,1.25657,,,,18534.1,,0.2961,73.2256,,,9.57201,45.3613,,10.7168,2722.42,,,,,3.76121,,1.49352,,1.43672,,,33730.5,,,,,,,20.764,,5.8917,,,,2.00226,,,0.620672,,0.0857487,,30084.4,,,,,,,34.7757,,51.2845,,0.185,,,,8268.52,,370.959,,94.6929,20744.4,,12.1775,,32.5552,,21.2833,,,865.067,,25.1964,,,8.36921,,0.00495,163.842,0.0486333,,,3753.44,,,,,2.24826,9.47284,,,,6.78813,,4.86091,,211.963,,1.08635,,0.763462,,0.198787,13.9869,,3591.06,,0.914635,0.194957,,3.8763,,71.3447,,8.55584,,15.7431,,1.2156,,90.1807,,62.2647,
331,OREAS 501e,1.24173,75392.6,,23.1818,0.229942,9.9,991.546,,2.42922,,1.26281,,,,18085.1,,0.709113,71.3531,,,9.98749,44.7665,,10.3853,2738.53,,,,,3.6147,,1.44357,,1.38707,,,33945.7,,,,,,,20.3325,,5.43224,,0.182953,,1.90383,,,0.570381,,0.126319,,30364.1,,,,,,,35.2908,,49.3221,,0.176529,,,,8048.24,,381.108,,93.0354,20535.4,,12.7146,,31.7501,,17.9476,,,867.118,,107.299,,,8.24765,,,162.485,0.0340517,,,4953.76,,,,,2.514,9.04605,2.69181,,,6.4876,,4.86669,,204.101,,1.06431,,0.747632,,0.213597,13.8869,,3592.29,,0.938989,0.187111,,3.95025,,70.1178,,11.9328,,15.6111,,1.18758,,184.802,,60.4782,
332,OREAS 502,2.13728,,,,0.490526,,,,,,,,,,,,,,,,,,,,7549.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.36,,,,,,,,,,,,,,,,,,,,,,9213.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,OREAS 502b,2.09494,74721.3,,19.0771,0.49433,,927.56,,2.57071,,5.14316,,,,27129.9,,,61.1428,,,20.1772,83.655,,10.2696,7731.45,,,,,,,2.43092,,1.29294,,,55706.3,,,,,,,18.6311,,4.94748,,0.221165,,2.26547,,,0.85373,,0.600492,,30596.8,,,,,,,29.8971,,30.9562,,0.340207,,,,15356.1,,550.498,,237.509,20582.9,,16.2457,,26.923,,37.2474,,,1001.3,,31.4633,,,7.13139,,,166.958,0.00494286,,,9503.63,,,,,1.66092,13.1589,8.4734,,,5.32524,,11.1283,,350.144,,1.17106,,0.736597,,0.150426,15.7683,,4403.59,,0.800546,0.33355,,4.27605,,126.057,,3.43192,,23.2604,,2.3032,,133.653,,71.2506,
334,OREAS 502c,0.779097,73697.0,,57.3012,0.487848,,1027.97,,2.74698,,0.668427,,,,26065.5,,0.34781,67.1837,,,14.3757,67.5682,,10.8028,7826.78,,,3217.56,,4.45432,,2.49465,,1.35765,,,49151.2,,,,,,,18.5491,,4.94475,,,,2.47623,,,0.880445,,0.0894702,,31672.8,,,,,,,33.093,,32.1899,,0.35238,,,,14987.3,,530.458,,226.34,19814.6,,17.4602,,29.4078,,38.0966,,,988.713,,23.4833,,,7.65625,,,186.909,0.00454167,,,8260.18,,,,,6.37152,12.8885,3.40047,,,5.57792,,3.39843,,327.306,,1.23696,,0.762375,,0.459048,17.6294,,4600.73,,0.897617,0.352243,,4.82328,,120.113,,4.53026,,24.0536,,2.31053,,108.689,,78.272,
335,OREAS 502d,1.7612,77011.0,,40.3253,0.49908,9.9,810.546,,2.06793,,2.20447,,,,19274.4,,0.956377,55.8317,,,15.172,40.434,,7.50786,7757.5,,,,,3.05778,,1.36972,,1.11306,,,37002.3,,,,,,,18.3215,,4.56506,,0.0966667,,1.84029,,0.0623125,0.518056,,0.454381,,29828.2,,,,,,,27.6714,,38.086,,0.190762,,,,9289.49,,368.815,,248.655,20350.1,,9.71864,,25.8514,,20.5894,,,867.246,,81.6352,,,6.50161,,,130.195,0.0733722,,,11910.2,,,,,4.75474,9.75747,7.01375,,,5.14917,,4.06282,,298.747,,0.833298,,0.5925,,0.958148,9.71728,,3220.68,,0.757929,0.199,,2.93171,,88.2877,,8.62359,,13.7226,,1.18583,,304.692,,58.8768,
