Summary by Sample
Dataset Name:, C:\Elandata\DataSet\1404-06-04
,Net Intensity,,,,Concentration
,Value,SD,RSD,Units,Value,SD,RSD,Units
Sample ID:,W
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Nb93,2.61e+004,,,cps,2.36,,,ppm
Sb121,1.1e+004,,,cps,2.38,,,ppm
Sn118,9.54e+003,,,cps,2.19,,,ppm
W184,5.93e+003,,,cps,1.24,,,ppm
Zr90,1.16e+005,,,cps,17.,,,ppm
As75,1.19e+005,,,cps,124,,,ppm
V51,4.08e+005,,,cps,78.6,,,ppm
Cr52,1.24e+005,,,cps,20.4,,,ppm
Ni60,1.8e+004,,,cps,9.59,,,ppm
Cu63,1.62e+005,,,cps,37.4,,,ppm
Zn66,7.77e+004,,,cps,57.3,,,ppm
Th232,1.96e+004,,,cps,1.46,,,ppm
Sc45,6.91e+004,,,cps,14.7,,,ppm
Y89,7.06e+004,,,cps,4.45,,,ppm
La139,9.02e+004,,,cps,4.77,,,ppm
Ce140,1.68e+005,,,cps,9.97,,,ppm
Pr141,2.4e+004,,,cps,1.14,,,ppm
Nd142,2.63e+004,,,cps,4.64,,,ppm
Sm152,8.82e+003,,,cps,1.45,,,ppm
Eu153,7.03e+003,,,cps,0.587,,,ppm
Gd158,8.2e+003,,,cps,1.42,,,ppm
Tb159,3.94e+003,,,cps,0.17,,,ppm
Dy164,6.28e+003,,,cps,0.958,,,ppm
Ho165,4.15e+003,,,cps,0.172,,,ppm
Er166,4.12e+003,,,cps,0.516,,,ppm
Tm169,1.76e+003,,,cps,7.29e-002,,,ppm
Yb174,3.68e+003,,,cps,0.476,,,ppm
Lu175,1.59e+003,,,cps,7.42e-002,,,ppm
U238,6.43e+003,,,cps,0.47,,,ppm
Ga69,7.96e+004,,,cps,11.6,,,ppm
Sample ID:,nit
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,-14.,,,cps,-6.92e-005,,,ppm
Bi209,382,,,cps,2.4e-004,,,ppm
Cd111,-10.5,,,cps,-2.63e-005,,,ppm
Cs133,50.5,,,cps,1.09e-005,,,ppm
Co59,1.16e+003,,,cps,5.39e-004,,,ppm
Pb208,1.44e+003,,,cps,8.2e-004,,,ppm
Rb85,164,,,cps,6.21e-005,,,ppm
Se82,23.,,,cps,6.76e-004,,,ppm
Ag107,753,,,cps,4.49e-004,,,ppm
Te130,202,,,cps,6.65e-004,,,ppm
Ta181,173,,,cps,4.74e-005,,,ppm
Tl205,74.7,,,cps,3.04e-005,,,ppm
Ge74,-11.4,,,cps,-1.75e-005,,,ppm
Hf180,6.72,,,cps,3.74e-006,,,ppm
Mo98,2.4e+003,,,cps,2.97e-003,,,ppm
Nb93,1.03e+003,,,cps,3.72e-004,,,ppm
Sb121,1.05,,,cps,9.17e-007,,,ppm
Sn118,448,,,cps,4.12e-004,,,ppm
W184,1.06e+003,,,cps,8.82e-004,,,ppm
Zr90,225,,,cps,1.32e-004,,,ppm
As75,76.2,,,cps,3.18e-004,,,ppm
V51,-2.27e+004,,,cps,-1.75e-002,,,ppm
Cr52,6.18e+004,,,cps,4.05e-002,,,ppm
Ni60,1.47e+004,,,cps,3.13e-002,,,ppm
Cu63,1.79e+003,,,cps,1.65e-003,,,ppm
Zn66,1.69e+003,,,cps,4.97e-003,,,ppm
Th232,137,,,cps,4.09e-005,,,ppm
Sc45,-1.83e+003,,,cps,-1.55e-003,,,ppm
Y89,45.3,,,cps,1.14e-005,,,ppm
La139,105,,,cps,2.23e-005,,,ppm
Ce140,131,,,cps,3.11e-005,,,ppm
Pr141,50.1,,,cps,9.54e-006,,,ppm
Nd142,19.3,,,cps,1.37e-005,,,ppm
Sm152,30.5,,,cps,2.01e-005,,,ppm
Eu153,6.15,,,cps,2.06e-006,,,ppm
Gd158,9.13,,,cps,6.34e-006,,,ppm
Tb159,-6.13,,,cps,-1.06e-006,,,ppm
Dy164,-4.09,,,cps,-2.5e-006,,,ppm
Ho165,-0.591,,,cps,-9.81e-008,,,ppm
Er166,-2.04,,,cps,-1.02e-006,,,ppm
Tm169,-12.6,,,cps,-2.09e-006,,,ppm
Yb174,-7.44,,,cps,-3.85e-006,,,ppm
Lu175,-2.04,,,cps,-3.81e-007,,,ppm
U238,26.3,,,cps,7.7e-006,,,ppm
Ga69,66.3,,,cps,3.87e-005,,,ppm
Sample ID:,1627-21
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,324,,,cps,0.383,,,ppm
Bi209,1.55e+003,,,cps,0.232,,,ppm
Cd111,522,,,cps,0.312,,,ppm
Cs133,3.e+004,,,cps,1.55,,,ppm
Co59,1.63e+005,,,cps,18.2,,,ppm
Pb208,1.96e+005,,,cps,26.7,,,ppm
Rb85,4.12e+005,,,cps,37.2,,,ppm
Se82,-175,,,cps,-1.23,,,ppm
Ag107,9.15e+003,,,cps,1.31,,,ppm
Te130,-420,,,cps,-0.331,,,ppm
Ta181,6.48e+003,,,cps,0.425,,,ppm
Tl205,2.03e+003,,,cps,0.198,,,ppm
Ge74,-87.,,,cps,-3.21e-002,,,ppm
Hf180,8.43e+003,,,cps,1.12,,,ppm
Mo98,4.46e+003,,,cps,1.32,,,ppm
Nb93,8.05e+004,,,cps,6.97,,,ppm
Sb121,2.43e+003,,,cps,0.507,,,ppm
Sn118,6.66e+003,,,cps,1.46,,,ppm
W184,4.51e+003,,,cps,0.901,,,ppm
Zr90,2.7e+005,,,cps,37.9,,,ppm
As75,3.37e+004,,,cps,33.7,,,ppm
V51,1.96e+006,,,cps,362,,,ppm
Cr52,4.76e+005,,,cps,74.8,,,ppm
Ni60,9.22e+004,,,cps,47.1,,,ppm
Cu63,1.89e+005,,,cps,41.8,,,ppm
Zn66,9.29e+004,,,cps,65.5,,,ppm
Th232,5.12e+004,,,cps,3.66,,,ppm
Sc45,1.41e+005,,,cps,28.7,,,ppm
Y89,2.17e+005,,,cps,13.1,,,ppm
La139,2.58e+005,,,cps,13.,,,ppm
Ce140,4.58e+005,,,cps,26.1,,,ppm
Pr141,6.96e+004,,,cps,3.17,,,ppm
Nd142,7.89e+004,,,cps,13.3,,,ppm
Sm152,2.13e+004,,,cps,3.36,,,ppm
Eu153,1.47e+004,,,cps,1.17,,,ppm
Gd158,2.55e+004,,,cps,4.23,,,ppm
Tb159,1.23e+004,,,cps,0.509,,,ppm
Dy164,1.93e+004,,,cps,2.82,,,ppm
Ho165,1.26e+004,,,cps,0.499,,,ppm
Er166,1.28e+004,,,cps,1.54,,,ppm
Tm169,5.21e+003,,,cps,0.206,,,ppm
Yb174,1.12e+004,,,cps,1.39,,,ppm
Lu175,5.09e+003,,,cps,0.227,,,ppm
U238,1.29e+004,,,cps,0.899,,,ppm
Ga69,1.33e+005,,,cps,18.5,,,ppm
Sample ID:,1627-22
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,238,,,cps,0.283,,,ppm
Bi209,1.16e+003,,,cps,0.175,,,ppm
Cd111,291,,,cps,0.175,,,ppm
Cs133,1.82e+004,,,cps,0.947,,,ppm
Co59,1.97e+005,,,cps,22.,,,ppm
Pb208,9.9e+004,,,cps,13.5,,,ppm
Rb85,2.15e+005,,,cps,19.5,,,ppm
Se82,-253,,,cps,-1.79,,,ppm
Ag107,8.06e+003,,,cps,1.16,,,ppm
Te130,-342,,,cps,-0.271,,,ppm
Ta181,5.13e+003,,,cps,0.338,,,ppm
Tl205,1.14e+003,,,cps,0.111,,,ppm
Ge74,133,,,cps,4.94e-002,,,ppm
Hf180,6.64e+003,,,cps,0.888,,,ppm
Mo98,4.02e+003,,,cps,1.19,,,ppm
Nb93,5.26e+004,,,cps,4.58,,,ppm
Sb121,1.47e+003,,,cps,0.308,,,ppm
Sn118,5.43e+003,,,cps,1.2,,,ppm
W184,2.68e+003,,,cps,0.538,,,ppm
Zr90,2.17e+005,,,cps,30.5,,,ppm
As75,2.29e+004,,,cps,23.,,,ppm
V51,1.98e+006,,,cps,367,,,ppm
Cr52,4.26e+005,,,cps,67.1,,,ppm
Ni60,7.41e+004,,,cps,38.,,,ppm
Cu63,2.07e+005,,,cps,46.,,,ppm
Zn66,7.61e+004,,,cps,53.9,,,ppm
Th232,3.06e+004,,,cps,2.2,,,ppm
Sc45,1.7e+005,,,cps,34.6,,,ppm
Y89,2.11e+005,,,cps,12.7,,,ppm
La139,1.8e+005,,,cps,9.18,,,ppm
Ce140,3.28e+005,,,cps,18.8,,,ppm
Pr141,5.42e+004,,,cps,2.48,,,ppm
Nd142,6.47e+004,,,cps,11.,,,ppm
Sm152,1.9e+004,,,cps,3.,,,ppm
Eu153,1.36e+004,,,cps,1.09,,,ppm
Gd158,2.26e+004,,,cps,3.78,,,ppm
Tb159,1.18e+004,,,cps,0.488,,,ppm
Dy164,1.75e+004,,,cps,2.57,,,ppm
Ho165,1.28e+004,,,cps,0.51,,,ppm
Er166,1.29e+004,,,cps,1.56,,,ppm
Tm169,5.37e+003,,,cps,0.214,,,ppm
Yb174,1.12e+004,,,cps,1.4,,,ppm
Lu175,4.95e+003,,,cps,0.222,,,ppm
U238,8.88e+003,,,cps,0.624,,,ppm
Ga69,1.13e+005,,,cps,15.8,,,ppm
Sample ID:,1627-23
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,196,,,cps,0.241,,,ppm
Bi209,1.34e+003,,,cps,0.209,,,ppm
Cd111,251,,,cps,0.156,,,ppm
Cs133,2.82e+004,,,cps,1.52,,,ppm
Co59,1.61e+005,,,cps,18.6,,,ppm
Pb208,8.16e+004,,,cps,11.5,,,ppm
Rb85,3.88e+005,,,cps,36.5,,,ppm
Se82,-35.7,,,cps,-0.261,,,ppm
Ag107,2.06e+004,,,cps,3.05,,,ppm
Te130,-219,,,cps,-0.179,,,ppm
Ta181,3.83e+003,,,cps,0.262,,,ppm
Tl205,1.83e+003,,,cps,0.186,,,ppm
Ge74,-1.24e+003,,,cps,-0.475,,,ppm
Hf180,8.26e+003,,,cps,1.14,,,ppm
Mo98,5.23e+003,,,cps,1.61,,,ppm
Nb93,4.26e+004,,,cps,3.83,,,ppm
Sb121,1.61e+003,,,cps,0.348,,,ppm
Sn118,6.09e+003,,,cps,1.39,,,ppm
W184,2.99e+003,,,cps,0.621,,,ppm
Zr90,3.25e+005,,,cps,47.4,,,ppm
As75,8.9e+004,,,cps,92.4,,,ppm
V51,2.08e+006,,,cps,399,,,ppm
Cr52,2.98e+005,,,cps,48.7,,,ppm
Ni60,6.27e+004,,,cps,33.3,,,ppm
Cu63,1.78e+005,,,cps,40.8,,,ppm
Zn66,7.22e+004,,,cps,52.9,,,ppm
Th232,2.31e+004,,,cps,1.72,,,ppm
Sc45,1.32e+005,,,cps,27.8,,,ppm
Y89,2.03e+005,,,cps,12.7,,,ppm
La139,1.41e+005,,,cps,7.42,,,ppm
Ce140,2.7e+005,,,cps,16.,,,ppm
Pr141,4.5e+004,,,cps,2.13,,,ppm
Nd142,4.82e+004,,,cps,8.48,,,ppm
Sm152,1.67e+004,,,cps,2.73,,,ppm
Eu153,1.35e+004,,,cps,1.12,,,ppm
Gd158,1.93e+004,,,cps,3.33,,,ppm
Tb159,9.69e+003,,,cps,0.417,,,ppm
Dy164,1.58e+004,,,cps,2.4,,,ppm
Ho165,1.08e+004,,,cps,0.446,,,ppm
Er166,1.13e+004,,,cps,1.41,,,ppm
Tm169,4.59e+003,,,cps,0.189,,,ppm
Yb174,1.05e+004,,,cps,1.35,,,ppm
Lu175,4.75e+003,,,cps,0.22,,,ppm
U238,8.02e+003,,,cps,0.583,,,ppm
Ga69,1.14e+005,,,cps,16.5,,,ppm
Sample ID:,1627-24
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,120,,,cps,0.143,,,ppm
Bi209,1.18e+003,,,cps,0.178,,,ppm
Cd111,335,,,cps,0.202,,,ppm
Cs133,3.25e+004,,,cps,1.7,,,ppm
Co59,1.02e+005,,,cps,11.5,,,ppm
Pb208,8.71e+004,,,cps,11.9,,,ppm
Rb85,3.43e+005,,,cps,31.3,,,ppm
Se82,299,,,cps,2.12,,,ppm
Ag107,1.49e+005,,,cps,21.5,,,ppm
Te130,-331,,,cps,-0.264,,,ppm
Ta181,8.19e+003,,,cps,0.543,,,ppm
Tl205,1.93e+003,,,cps,0.189,,,ppm
Ge74,-1.16e+003,,,cps,-0.433,,,ppm
Hf180,1.85e+004,,,cps,2.49,,,ppm
Mo98,6.71e+003,,,cps,2.,,,ppm
Nb93,6.99e+004,,,cps,6.11,,,ppm
Sb121,1.94e+003,,,cps,0.407,,,ppm
Sn118,6.76e+003,,,cps,1.5,,,ppm
W184,3.22e+003,,,cps,0.65,,,ppm
Zr90,6.66e+005,,,cps,94.2,,,ppm
As75,6.5e+004,,,cps,65.5,,,ppm
V51,1.34e+006,,,cps,249,,,ppm
Cr52,2.81e+005,,,cps,44.6,,,ppm
Ni60,5.5e+004,,,cps,28.4,,,ppm
Cu63,2.66e+005,,,cps,59.3,,,ppm
Zn66,5.56e+004,,,cps,39.6,,,ppm
Th232,5.28e+004,,,cps,3.81,,,ppm
Sc45,7.97e+004,,,cps,16.4,,,ppm
Y89,2.32e+005,,,cps,14.1,,,ppm
La139,1.76e+005,,,cps,9.02,,,ppm
Ce140,3.58e+005,,,cps,20.5,,,ppm
Pr141,5.25e+004,,,cps,2.41,,,ppm
Nd142,6.17e+004,,,cps,10.5,,,ppm
Sm152,1.86e+004,,,cps,2.97,,,ppm
Eu153,1.21e+004,,,cps,0.974,,,ppm
Gd158,2.37e+004,,,cps,3.97,,,ppm
Tb159,1.18e+004,,,cps,0.491,,,ppm
Dy164,1.99e+004,,,cps,2.93,,,ppm
Ho165,1.38e+004,,,cps,0.553,,,ppm
Er166,1.44e+004,,,cps,1.75,,,ppm
Tm169,6.19e+003,,,cps,0.248,,,ppm
Yb174,1.39e+004,,,cps,1.74,,,ppm
Lu175,6.29e+003,,,cps,0.283,,,ppm
U238,1.96e+004,,,cps,1.38,,,ppm
Ga69,9.16e+004,,,cps,12.9,,,ppm
Sample ID:,1627-25
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,244,,,cps,0.299,,,ppm
Bi209,1.78e+003,,,cps,0.276,,,ppm
Cd111,368,,,cps,0.228,,,ppm
Cs133,3.57e+004,,,cps,1.91,,,ppm
Co59,1.02e+005,,,cps,11.7,,,ppm
Pb208,9.72e+004,,,cps,13.7,,,ppm
Rb85,4.09e+005,,,cps,38.3,,,ppm
Se82,-99.,,,cps,-0.72,,,ppm
Ag107,1.37e+004,,,cps,2.03,,,ppm
Te130,-427,,,cps,-0.348,,,ppm
Ta181,8.98e+003,,,cps,0.61,,,ppm
Tl205,2.81e+003,,,cps,0.284,,,ppm
Ge74,194,,,cps,7.38e-002,,,ppm
Hf180,1.77e+004,,,cps,2.44,,,ppm
Mo98,6.29e+003,,,cps,1.92,,,ppm
Nb93,7.88e+004,,,cps,7.06,,,ppm
Sb121,1.84e+003,,,cps,0.397,,,ppm
Sn118,6.72e+003,,,cps,1.53,,,ppm
W184,4.36e+003,,,cps,0.901,,,ppm
Zr90,6.52e+005,,,cps,94.5,,,ppm
As75,2.76e+004,,,cps,28.5,,,ppm
V51,5.15e+005,,,cps,98.3,,,ppm
Cr52,3.02e+005,,,cps,49.1,,,ppm
Ni60,6.42e+004,,,cps,33.9,,,ppm
Cu63,1.71e+005,,,cps,39.1,,,ppm
Zn66,6.01e+004,,,cps,43.8,,,ppm
Th232,6.86e+004,,,cps,5.07,,,ppm
Sc45,8.6e+004,,,cps,18.1,,,ppm
Y89,2.35e+005,,,cps,14.6,,,ppm
La139,2.75e+005,,,cps,14.4,,,ppm
Ce140,4.79e+005,,,cps,28.2,,,ppm
Pr141,7.34e+004,,,cps,3.46,,,ppm
Nd142,7.97e+004,,,cps,13.9,,,ppm
Sm152,2.19e+004,,,cps,3.57,,,ppm
Eu153,1.3e+004,,,cps,1.08,,,ppm
Gd158,2.78e+004,,,cps,4.79,,,ppm
Tb159,1.28e+004,,,cps,0.547,,,ppm
Dy164,2.04e+004,,,cps,3.09,,,ppm
Ho165,1.4e+004,,,cps,0.577,,,ppm
Er166,1.45e+004,,,cps,1.8,,,ppm
Tm169,6.16e+003,,,cps,0.253,,,ppm
Yb174,1.38e+004,,,cps,1.77,,,ppm
Lu175,6.5e+003,,,cps,0.3,,,ppm
U238,2.06e+004,,,cps,1.49,,,ppm
Ga69,1.1e+005,,,cps,15.9,,,ppm
Sample ID:,1627-26
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,244,,,cps,0.297,,,ppm
Bi209,1.63e+003,,,cps,0.251,,,ppm
Cd111,245,,,cps,0.151,,,ppm
Cs133,3.96e+004,,,cps,2.11,,,ppm
Co59,9.44e+004,,,cps,10.8,,,ppm
Pb208,1.18e+005,,,cps,16.5,,,ppm
Rb85,3.77e+005,,,cps,35.1,,,ppm
Se82,49.2,,,cps,0.356,,,ppm
Ag107,9.12e+003,,,cps,1.34,,,ppm
Te130,-365,,,cps,-0.296,,,ppm
Ta181,5.21e+003,,,cps,0.352,,,ppm
Tl205,2.25e+003,,,cps,0.225,,,ppm
Ge74,177,,,cps,6.72e-002,,,ppm
Hf180,9.94e+003,,,cps,1.36,,,ppm
Mo98,4.71e+003,,,cps,1.43,,,ppm
Nb93,5.06e+004,,,cps,4.51,,,ppm
Sb121,2.11e+003,,,cps,0.452,,,ppm
Sn118,5.09e+003,,,cps,1.15,,,ppm
W184,6.26e+003,,,cps,1.29,,,ppm
Zr90,3.22e+005,,,cps,46.5,,,ppm
As75,4.22e+004,,,cps,43.3,,,ppm
V51,3.16e+005,,,cps,59.9,,,ppm
Cr52,3.65e+005,,,cps,58.9,,,ppm
Ni60,8.89e+004,,,cps,46.7,,,ppm
Cu63,9.31e+004,,,cps,21.2,,,ppm
Zn66,4.69e+004,,,cps,34.1,,,ppm
Th232,6.75e+004,,,cps,4.97,,,ppm
Sc45,6.59e+004,,,cps,13.8,,,ppm
Y89,1.71e+005,,,cps,10.6,,,ppm
La139,2.71e+005,,,cps,14.1,,,ppm
Ce140,4.61e+005,,,cps,27.,,,ppm
Pr141,6.78e+004,,,cps,3.18,,,ppm
Nd142,7.37e+004,,,cps,12.8,,,ppm
Sm152,1.95e+004,,,cps,3.17,,,ppm
Eu153,1.31e+004,,,cps,1.08,,,ppm
Gd158,2.38e+004,,,cps,4.07,,,ppm
Tb159,1.05e+004,,,cps,0.448,,,ppm
Dy164,1.57e+004,,,cps,2.35,,,ppm
Ho165,1.04e+004,,,cps,0.426,,,ppm
Er166,1.07e+004,,,cps,1.32,,,ppm
Tm169,4.29e+003,,,cps,0.175,,,ppm
Yb174,9.55e+003,,,cps,1.22,,,ppm
Lu175,4.18e+003,,,cps,0.192,,,ppm
U238,1.96e+004,,,cps,1.41,,,ppm
Ga69,9.04e+004,,,cps,13.,,,ppm
Sample ID:,1627-27
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,352,,,cps,0.427,,,ppm
Bi209,3.12e+003,,,cps,0.479,,,ppm
Cd111,395,,,cps,0.242,,,ppm
Cs133,6.82e+004,,,cps,3.62,,,ppm
Co59,8.77e+004,,,cps,9.98,,,ppm
Pb208,1.59e+005,,,cps,22.2,,,ppm
Rb85,6.34e+005,,,cps,58.8,,,ppm
Se82,-64.5,,,cps,-0.464,,,ppm
Ag107,1.1e+004,,,cps,1.61,,,ppm
Te130,-137,,,cps,-0.11,,,ppm
Ta181,9.65e+003,,,cps,0.649,,,ppm
Tl205,3.15e+003,,,cps,0.314,,,ppm
Ge74,153,,,cps,5.77e-002,,,ppm
Hf180,1.17e+004,,,cps,1.6,,,ppm
Mo98,3.4e+003,,,cps,1.03,,,ppm
Nb93,8.83e+004,,,cps,7.83,,,ppm
Sb121,2.13e+003,,,cps,0.455,,,ppm
Sn118,6.52e+003,,,cps,1.47,,,ppm
W184,5.03e+003,,,cps,1.03,,,ppm
Zr90,4.09e+005,,,cps,58.7,,,ppm
As75,3.74e+004,,,cps,38.2,,,ppm
V51,3.73e+005,,,cps,70.4,,,ppm
Cr52,2.69e+005,,,cps,43.2,,,ppm
Ni60,8.13e+004,,,cps,42.6,,,ppm
Cu63,8.69e+004,,,cps,19.7,,,ppm
Zn66,6.37e+004,,,cps,46.1,,,ppm
Th232,8.91e+004,,,cps,6.53,,,ppm
Sc45,7.1e+004,,,cps,14.8,,,ppm
Y89,2.05e+005,,,cps,12.7,,,ppm
La139,3.23e+005,,,cps,16.7,,,ppm
Ce140,6.35e+005,,,cps,37.,,,ppm
Pr141,8.72e+004,,,cps,4.07,,,ppm
Nd142,8.11e+004,,,cps,14.,,,ppm
Sm152,2.15e+004,,,cps,3.47,,,ppm
Eu153,1.17e+004,,,cps,0.96,,,ppm
Gd158,2.84e+004,,,cps,4.84,,,ppm
Tb159,1.26e+004,,,cps,0.535,,,ppm
Dy164,1.82e+004,,,cps,2.72,,,ppm
Ho165,1.19e+004,,,cps,0.486,,,ppm
Er166,1.29e+004,,,cps,1.58,,,ppm
Tm169,5.2e+003,,,cps,0.211,,,ppm
Yb174,1.11e+004,,,cps,1.41,,,ppm
Lu175,5.e+003,,,cps,0.229,,,ppm
U238,2.23e+004,,,cps,1.6,,,ppm
Ga69,8.9e+004,,,cps,12.7,,,ppm
Sample ID:,1627-28
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,279,,,cps,0.332,,,ppm
Bi209,7.03e+003,,,cps,1.06,,,ppm
Cd111,592,,,cps,0.356,,,ppm
Cs133,6.06e+004,,,cps,3.15,,,ppm
Co59,1.35e+005,,,cps,15.,,,ppm
Pb208,4.52e+005,,,cps,61.6,,,ppm
Rb85,5.91e+005,,,cps,53.7,,,ppm
Se82,149,,,cps,1.05,,,ppm
Ag107,1.56e+004,,,cps,2.23,,,ppm
Te130,-292,,,cps,-0.231,,,ppm
Ta181,7.69e+003,,,cps,0.507,,,ppm
Tl205,3.05e+003,,,cps,0.299,,,ppm
Ge74,497,,,cps,0.184,,,ppm
Hf180,1.17e+004,,,cps,1.57,,,ppm
Mo98,6.15e+003,,,cps,1.82,,,ppm
Nb93,7.05e+004,,,cps,6.13,,,ppm
Sb121,3.72e+003,,,cps,0.778,,,ppm
Sn118,6.1e+003,,,cps,1.35,,,ppm
W184,3.39e+003,,,cps,0.68,,,ppm
Zr90,3.85e+005,,,cps,54.2,,,ppm
As75,6.48e+004,,,cps,64.9,,,ppm
V51,4.38e+005,,,cps,81.2,,,ppm
Cr52,2.52e+005,,,cps,39.7,,,ppm
Ni60,8.22e+004,,,cps,42.2,,,ppm
Cu63,1.44e+005,,,cps,31.9,,,ppm
Zn66,8.76e+004,,,cps,62.1,,,ppm
Th232,8.03e+004,,,cps,5.77,,,ppm
Sc45,6.82e+004,,,cps,13.9,,,ppm
Y89,2.12e+005,,,cps,12.8,,,ppm
La139,3.28e+005,,,cps,16.7,,,ppm
Ce140,5.44e+005,,,cps,31.1,,,ppm
Pr141,8.05e+004,,,cps,3.69,,,ppm
Nd142,8.52e+004,,,cps,14.5,,,ppm
Sm152,2.43e+004,,,cps,3.85,,,ppm
Eu153,1.51e+004,,,cps,1.21,,,ppm
Gd158,2.78e+004,,,cps,4.65,,,ppm
Tb159,1.26e+004,,,cps,0.525,,,ppm
Dy164,1.88e+004,,,cps,2.76,,,ppm
Ho165,1.2e+004,,,cps,0.48,,,ppm
Er166,1.28e+004,,,cps,1.54,,,ppm
Tm169,5.e+003,,,cps,0.199,,,ppm
Yb174,1.1e+004,,,cps,1.37,,,ppm
Lu175,4.74e+003,,,cps,0.212,,,ppm
U238,2.19e+004,,,cps,1.54,,,ppm
Ga69,1.02e+005,,,cps,14.3,,,ppm
Sample ID:,1627-29
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,257,,,cps,0.312,,,ppm
Bi209,3.33e+003,,,cps,0.511,,,ppm
Cd111,374,,,cps,0.229,,,ppm
Cs133,5.69e+004,,,cps,3.02,,,ppm
Co59,8.26e+004,,,cps,9.4,,,ppm
Pb208,1.77e+005,,,cps,24.7,,,ppm
Rb85,5.54e+005,,,cps,51.3,,,ppm
Se82,-3.83,,,cps,-2.76e-002,,,ppm
Ag107,1.2e+004,,,cps,1.75,,,ppm
Te130,-90.8,,,cps,-7.33e-002,,,ppm
Ta181,7.96e+003,,,cps,0.535,,,ppm
Tl205,2.84e+003,,,cps,0.284,,,ppm
Ge74,87.9,,,cps,3.32e-002,,,ppm
Hf180,1.15e+004,,,cps,1.56,,,ppm
Mo98,4.13e+003,,,cps,1.25,,,ppm
Nb93,7.09e+004,,,cps,6.29,,,ppm
Sb121,1.72e+003,,,cps,0.367,,,ppm
Sn118,6.01e+003,,,cps,1.35,,,ppm
W184,3.18e+003,,,cps,0.65,,,ppm
Zr90,4.31e+005,,,cps,61.9,,,ppm
As75,3.89e+004,,,cps,39.7,,,ppm
V51,3.11e+005,,,cps,58.8,,,ppm
Cr52,3.41e+005,,,cps,54.9,,,ppm
Ni60,7.37e+004,,,cps,38.6,,,ppm
Cu63,9.51e+004,,,cps,21.5,,,ppm
Zn66,6.15e+004,,,cps,44.4,,,ppm
Th232,8.25e+004,,,cps,6.04,,,ppm
Sc45,6.22e+004,,,cps,12.9,,,ppm
Y89,2.e+005,,,cps,12.3,,,ppm
La139,3.11e+005,,,cps,16.1,,,ppm
Ce140,5.56e+005,,,cps,32.4,,,ppm
Pr141,8.32e+004,,,cps,3.89,,,ppm
Nd142,8.5e+004,,,cps,14.7,,,ppm
Sm152,2.19e+004,,,cps,3.53,,,ppm
Eu153,1.23e+004,,,cps,1.,,,ppm
Gd158,2.91e+004,,,cps,4.95,,,ppm
Tb159,1.26e+004,,,cps,0.533,,,ppm
Dy164,1.86e+004,,,cps,2.78,,,ppm
Ho165,1.2e+004,,,cps,0.49,,,ppm
Er166,1.22e+004,,,cps,1.5,,,ppm
Tm169,4.83e+003,,,cps,0.196,,,ppm
Yb174,1.08e+004,,,cps,1.37,,,ppm
Lu175,4.65e+003,,,cps,0.213,,,ppm
U238,2.16e+004,,,cps,1.55,,,ppm
Ga69,8.29e+004,,,cps,11.8,,,ppm
Sample ID:,1627-30
Method File:,mix 1&2&3 geology2.mth
Calibration File:,
Be9,254,,,cps,0.312,,,ppm
Bi209,3.49e+003,,,cps,0.544,,,ppm
Cd111,501,,,cps,0.312,,,ppm
Cs133,6.47e+004,,,cps,3.49,,,ppm
Co59,8.13e+004,,,cps,9.4,,,ppm
Pb208,1.48e+005,,,cps,20.9,,,ppm
Rb85,6.5e+005,,,cps,61.2,,,ppm
Se82,85.,,,cps,0.621,,,ppm
Ag107,1.23e+004,,,cps,1.83,,,ppm
Te130,-112,,,cps,-9.19e-002,,,ppm
Ta181,1.01e+004,,,cps,0.688,,,ppm
Tl205,3.1e+003,,,cps,0.314,,,ppm
Ge74,55.,,,cps,2.11e-002,,,ppm
Hf180,1.2e+004,,,cps,1.66,,,ppm
Mo98,5.48e+003,,,cps,1.68,,,ppm
Nb93,9.66e+004,,,cps,8.7,,,ppm
Sb121,2.25e+003,,,cps,0.486,,,ppm
Sn118,6.75e+003,,,cps,1.54,,,ppm
W184,5.01e+003,,,cps,1.04,,,ppm
Zr90,4.04e+005,,,cps,58.9,,,ppm
As75,3.55e+004,,,cps,36.9,,,ppm
V51,2.99e+005,,,cps,57.4,,,ppm
Cr52,3.22e+005,,,cps,52.6,,,ppm
Ni60,7.71e+004,,,cps,40.9,,,ppm
Cu63,9.94e+004,,,cps,22.8,,,ppm
Zn66,6.92e+004,,,cps,50.7,,,ppm
Th232,9.07e+004,,,cps,6.74,,,ppm
Sc45,5.74e+004,,,cps,12.1,,,ppm
Y89,2.08e+005,,,cps,13.,,,ppm
La139,3.64e+005,,,cps,19.2,,,ppm
